gene,T,processing_mean,decay_mean,phase,threshold,n_scenarios,n_valid,n_invalid,n_intron_lead,n_exon_lead,n_small,n_positive_without_tolerance,n_negative_without_tolerance,n_zero_without_tolerance,minimum_offset,maximum_offset,median_offset,fraction_intron_lead,fraction_exon_lead,fraction_small,fraction_positive_without_tolerance,fraction_negative_without_tolerance
Kr,0.1,1.0,0.03,rise,60,3,3,0,3,0,0,3,0,0,0.039679125025638,0.0408614655567727,0.0404936936790537,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.03,fall,40,3,3,0,3,0,0,3,0,0,0.0421569044842711,0.0439889041865124,0.0426902280088847,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.03,fall,50,3,3,0,3,0,0,3,0,0,0.0421569270094226,0.0439889025935444,0.0426901835374284,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.03,fall,60,3,3,0,3,0,0,3,0,0,0.0421569773660521,0.0439889101072501,0.0426901210852788,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.1,rise,40,3,3,0,3,0,0,3,0,0,0.0440280930633782,0.0461614771994362,0.0450560335378111,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.1,rise,50,3,3,0,3,0,0,3,0,0,0.0440979042168147,0.046867726419763,0.04552790156795,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.1,rise,60,3,3,0,3,0,0,3,0,0,0.0440914002458776,0.047414902019938,0.0459657582716825,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.1,fall,40,3,3,0,3,0,0,3,0,0,0.0556388475185993,0.0612138802503872,0.0575958692547156,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.1,fall,50,3,3,0,3,0,0,3,0,0,0.0556193797969457,0.0611922765211807,0.0575766964929813,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.1,fall,60,3,3,0,3,0,0,3,0,0,0.0555260459142636,0.0610881813437378,0.0574848314576319,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.3,rise,40,3,3,0,3,0,0,3,0,0,0.0553309453661565,0.0599755102255327,0.0576084821745312,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.3,rise,50,3,3,0,3,0,0,3,0,0,0.0557778287267514,0.0635420545659259,0.0594166603604678,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.3,rise,60,3,3,0,3,0,0,3,0,0,0.0559402384557224,0.0668538980295029,0.0612261700846111,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.3,fall,40,3,3,0,3,0,0,3,0,0,0.190989570497382,0.2098124867990107,0.1993902815368042,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.3,fall,50,3,3,0,3,0,0,3,0,0,0.1827990981627156,0.2006000750552206,0.1907544203415252,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,0.3,fall,60,3,3,0,3,0,0,3,0,0,0.1714731549222115,0.1877637913549805,0.1787730006954675,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,1.0,rise,40,3,3,0,3,0,0,3,0,0,0.0685445325495546,0.0772019579859928,0.0725362492853464,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,1.0,rise,50,3,3,0,3,0,0,3,0,0,0.0697273281868482,0.084904040405906,0.0763978018237842,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,1.0,rise,60,3,3,0,3,0,0,3,0,0,0.0703650379871909,0.0925757724536957,0.0804371539032062,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,1.0,fall,40,3,3,0,3,0,0,3,0,0,0.8819599303028132,0.9105041696892328,0.8957226049675269,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,1.0,fall,50,3,3,0,3,0,0,3,0,0,0.7686771941697623,0.7943136197159713,0.7810081356981682,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,1.0,fall,60,3,3,0,3,0,0,3,0,0,0.6585702625271872,0.6805964900170385,0.669131629024603,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,3.0,rise,40,3,3,0,3,0,0,3,0,0,0.0752627610720452,0.0872768035419444,0.0806445629549014,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,3.0,rise,50,3,3,0,3,0,0,3,0,0,0.0769043904774504,0.0975625386314471,0.0857740227942172,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,3.0,rise,60,3,3,0,3,0,0,3,0,0,0.0778769797786963,0.1080825203341465,0.0912457411777493,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,3.0,fall,40,3,3,0,3,0,0,3,0,0,2.7302246922963818,2.7571222387636167,2.7431667674490914,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,3.0,fall,50,3,3,0,3,0,0,3,0,0,2.240381262156269,2.265596387542363,2.2524663259517013,1.0,0.0,0.0,1.0,0.0
Kr,0.1,1.0,3.0,fall,60,3,3,0,3,0,0,3,0,0,1.8175435532427613,1.840279309679339,1.82836815259235,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.01,rise,40,3,3,0,3,0,0,3,0,0,0.040091099801842,0.0408410413087905,0.0404018723715779,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.01,rise,50,3,3,0,3,0,0,3,0,0,0.0401825160662021,0.0409069038903901,0.0406024921094264,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.01,rise,60,3,3,0,3,0,0,3,0,0,0.0402533766651262,0.0409786253229277,0.0407870306081051,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.01,fall,40,3,3,0,3,0,0,3,0,0,0.0428641915441763,0.0446944985927033,0.0436123955250677,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.01,fall,50,3,3,0,3,0,0,3,0,0,0.042864183467385,0.0446945240225131,0.043612339879945,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.01,fall,60,3,3,0,3,0,0,3,0,0,0.0428641850668261,0.0446945158434717,0.0436123444452145,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.03,rise,40,3,3,0,3,0,0,3,0,0,0.0403013037854418,0.0410612361095908,0.0406164072685543,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.03,rise,50,3,3,0,3,0,0,3,0,0,0.0403930469895364,0.0411280908409055,0.0408187762462078,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.03,rise,60,3,3,0,3,0,0,3,0,0,0.0404639796267839,0.0412005850149607,0.0410050204940319,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.03,fall,40,3,3,0,3,0,0,3,0,0,0.0431113330947958,0.0449978307640472,0.0438727169086958,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.03,fall,50,3,3,0,3,0,0,3,0,0,0.0431113119677877,0.0449978304526341,0.0438726986357362,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.03,fall,60,3,3,0,3,0,0,3,0,0,0.0431113106569274,0.0449978304781839,0.0438727001348975,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.1,rise,40,3,3,0,3,0,0,3,0,0,0.0419111084547688,0.0431436589299686,0.0424553162880642,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.1,rise,50,3,3,0,3,0,0,3,0,0,0.0420230778473877,0.0434248677483692,0.0427755534874182,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.1,rise,60,3,3,0,3,0,0,3,0,0,0.0420993904762565,0.0436623741483258,0.0430786926446439,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.1,fall,40,3,3,0,3,0,0,3,0,0,0.0495016298527852,0.0557469200245956,0.0517552933109355,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.1,fall,50,3,3,0,3,0,0,3,0,0,0.0495015697171297,0.0557469354911259,0.0517552581695537,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.1,fall,60,3,3,0,3,0,0,3,0,0,0.0495015738286497,0.0557469236240431,0.0517552589039067,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.3,rise,40,3,3,0,3,0,0,3,0,0,0.0463219225423804,0.04934929952428,0.0477201277741566,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.3,rise,50,3,3,0,3,0,0,3,0,0,0.0465995558002977,0.0508882665577406,0.048657101564407,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.3,rise,60,3,3,0,3,0,0,3,0,0,0.0467677020205,0.052359746079395,0.0496156449535364,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.3,fall,40,3,3,0,3,0,0,3,0,0,0.1392076899512297,0.1695188540025629,0.152405760480311,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.3,fall,50,3,3,0,3,0,0,3,0,0,0.1391006219181836,0.1693826406395575,0.1522855081566851,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,0.3,fall,60,3,3,0,3,0,0,3,0,0,0.1385853238582277,0.1687262189699216,0.151706721938349,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,1.0,rise,40,3,3,0,3,0,0,3,0,0,0.0516686226212509,0.0574442901304325,0.0542589827394264,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,1.0,rise,50,3,3,0,3,0,0,3,0,0,0.0522725206508956,0.0609777253262082,0.0561716413391102,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,1.0,rise,60,3,3,0,3,0,0,3,0,0,0.0526699966834923,0.0646055200862589,0.0582219187745903,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,1.0,fall,40,3,3,0,3,0,0,3,0,0,0.8297511930237929,0.8988227439574299,0.8627531814911551,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,1.0,fall,50,3,3,0,3,0,0,3,0,0,0.7861981415774761,0.8535867633568364,0.818342867667532,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,1.0,fall,60,3,3,0,3,0,0,3,0,0,0.7280083433193503,0.7929167586307622,0.7588922767962236,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,3.0,rise,40,3,3,0,3,0,0,3,0,0,0.054383001881528,0.0619864352145247,0.0577326473369078,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,3.0,rise,50,3,3,0,3,0,0,3,0,0,0.0551884877483475,0.0667209703466792,0.0602206692538417,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,3.0,rise,60,3,3,0,3,0,0,3,0,0,0.0557414375425058,0.0717043812609207,0.0629354993769197,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,3.0,fall,40,3,3,0,3,0,0,3,0,0,2.950751705678825,3.0387270944534395,2.9937830543042807,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,3.0,fall,50,3,3,0,3,0,0,3,0,0,2.592804182723936,2.6785940302581484,2.6346820600580125,1.0,0.0,0.0,1.0,0.0
Kr,0.1,3.0,3.0,fall,60,3,3,0,3,0,0,3,0,0,2.239793952536805,2.3227856413460413,2.280196711759019,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.01,rise,40,3,3,0,3,0,0,3,0,0,0.0566167614931812,0.0807456700417262,0.0673236436225523,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.01,rise,50,3,3,0,3,0,0,3,0,0,0.0554512146194821,0.0847457001682038,0.0692036974171812,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.01,rise,60,3,3,0,3,0,0,3,0,0,0.0535732545895984,0.0875236058898122,0.0706968415395385,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.01,fall,40,3,3,0,3,0,0,3,0,0,0.0816851552686814,0.0963831419145719,0.0867983064205444,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.01,fall,50,3,3,0,3,0,0,3,0,0,0.0807139287714332,0.0952634307174042,0.0849694514286647,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.01,fall,60,3,3,0,3,0,0,3,0,0,0.080020590811709,0.0936740163904661,0.0834761901665646,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.03,rise,40,3,3,0,3,0,0,3,0,0,0.0771365608661387,0.0996596457994289,0.0883550362446293,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.03,rise,50,3,3,0,3,0,0,3,0,0,0.0759596922775476,0.1036278198194547,0.0904604657752192,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.03,rise,60,3,3,0,3,0,0,3,0,0,0.0740081182863213,0.1064825001375131,0.092132028785243,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.03,fall,40,3,3,0,3,0,0,3,0,0,0.1067048167684366,0.1175409440743704,0.1099952907039214,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.03,fall,50,3,3,0,3,0,0,3,0,0,0.1060145279597597,0.1161625035594293,0.1080716438183482,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.03,fall,60,3,3,0,3,0,0,3,0,0,0.1057276273671088,0.114486672892597,0.1064097100942214,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.1,rise,40,3,3,0,3,0,0,3,0,0,0.1330401225104381,0.1394416179630944,0.1387347678306609,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.1,rise,50,3,3,0,3,0,0,3,0,0,0.1334132844633406,0.1456260204669138,0.1429596098488717,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.1,rise,60,3,3,0,3,0,0,3,0,0,0.1326564929912593,0.1512146619120621,0.146501329331232,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.1,fall,40,3,3,0,3,0,0,3,0,0,0.183402148862976,0.1988482328478715,0.1894648302679431,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.1,fall,50,3,3,0,3,0,0,3,0,0,0.1759141166775693,0.1979837238671112,0.1848444177623975,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.1,fall,60,3,3,0,3,0,0,3,0,0,0.1698951157066919,0.1982492578493141,0.180910460111688,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.3,rise,40,3,3,0,3,0,0,3,0,0,0.1885523938203644,0.2082390085955158,0.2012868697410167,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.3,rise,50,3,3,0,3,0,0,3,0,0,0.200886138065351,0.2123570763051345,0.2100497981850509,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.3,rise,60,3,3,0,3,0,0,3,0,0,0.2144349812852081,0.2179831636949218,0.2147482151414504,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.3,fall,40,3,3,0,3,0,0,3,0,0,0.3755964927615478,0.4231512723481663,0.3939254840654713,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.3,fall,50,3,3,0,3,0,0,3,0,0,0.32674326602194,0.4027871988316297,0.3596443445592239,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,0.3,fall,60,3,3,0,3,0,0,3,0,0,0.2900405364878662,0.3897484920749761,0.3365910536177132,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,1.0,rise,40,3,3,0,3,0,0,3,0,0,0.2393370367152346,0.2686136692289971,0.2576479587047775,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,1.0,rise,50,3,3,0,3,0,0,3,0,0,0.2618857464737033,0.2759346526297819,0.2717945661177477,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,1.0,rise,60,3,3,0,3,0,0,3,0,0,0.2815819448927066,0.2873403977459644,0.2852532895716538,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,1.0,fall,40,3,3,0,3,0,0,3,0,0,1.0499141098152074,1.137145315512774,1.0917969077330314,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,1.0,fall,50,3,3,0,3,0,0,3,0,0,0.8448604734990617,0.962125844228611,0.9013234290722792,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,1.0,fall,60,3,3,0,3,0,0,3,0,0,0.6805328956148664,0.827773343275534,0.7515549321836175,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,3.0,rise,40,3,3,0,3,0,0,3,0,0,0.2698528695555932,0.2953215412578108,0.2865301827711802,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,3.0,rise,50,3,3,0,3,0,0,3,0,0,0.2993928826037187,0.3043825827428267,0.3040090744141051,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,3.0,rise,60,3,3,0,3,0,0,3,0,0,0.3115141180764768,0.3320916988871791,0.3210563929054302,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,3.0,fall,40,3,3,0,3,0,0,3,0,0,2.911782388356486,3.0414682231555936,2.975594063053313,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,3.0,fall,50,3,3,0,3,0,0,3,0,0,2.260441647531281,2.4201616750001627,2.338833432043439,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.01,3.0,fall,60,3,3,0,3,0,0,3,0,0,1.7314708811215327,1.921166140480228,1.824421814926476,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.01,rise,40,3,3,0,3,0,0,3,0,0,0.0471549167000952,0.0725422246125221,0.0580308854867358,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.01,rise,50,3,3,0,3,0,0,3,0,0,0.0459177890448819,0.0755729115204928,0.0595983949880923,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.01,rise,60,3,3,0,3,0,0,3,0,0,0.0440358988500078,0.0774059425549011,0.0608382068876477,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.01,fall,40,3,3,0,3,0,0,3,0,0,0.0677754322750057,0.0841215385363414,0.0741327033692871,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.01,fall,50,3,3,0,3,0,0,3,0,0,0.0666455169557421,0.0841414903116093,0.0726298008051027,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.01,fall,60,3,3,0,3,0,0,3,0,0,0.0656768263344019,0.0835992843299611,0.071390659377838,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.03,rise,40,3,3,0,3,0,0,3,0,0,0.0672267322311716,0.0910157333090179,0.0785471825389869,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.03,rise,50,3,3,0,3,0,0,3,0,0,0.065987566760536,0.0940157261779595,0.0803282288542742,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.03,rise,60,3,3,0,3,0,0,3,0,0,0.0640457228787779,0.0959293043467647,0.0817372625787513,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.03,fall,40,3,3,0,3,0,0,3,0,0,0.0920411716678162,0.1047083817003002,0.0966933519699639,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.03,fall,50,3,3,0,3,0,0,3,0,0,0.0911667569962433,0.1044639845731518,0.0951102533923458,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.03,fall,60,3,3,0,3,0,0,3,0,0,0.0905702037477835,0.1038271963034518,0.0937141750056996,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.1,rise,40,3,3,0,3,0,0,3,0,0,0.1224273076846443,0.1301908884048369,0.128163835378974,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.1,rise,50,3,3,0,3,0,0,3,0,0,0.1227452062240463,0.1354081196693583,0.132045716517451,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.1,rise,60,3,3,0,3,0,0,3,0,0,0.1220112635245113,0.140057200349538,0.1353107623564834,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.1,fall,40,3,3,0,3,0,0,3,0,0,0.1698365025261363,0.1830908920359986,0.1752403467471753,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.1,fall,50,3,3,0,3,0,0,3,0,0,0.1634608515123798,0.1820095595627721,0.1709661159047619,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.1,fall,60,3,3,0,3,0,0,3,0,0,0.1584644980938885,0.1819197604067655,0.1673125786578054,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.3,rise,40,3,3,0,3,0,0,3,0,0,0.1788521888957066,0.1970288797592773,0.1901894859490282,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.3,rise,50,3,3,0,3,0,0,3,0,0,0.1902126582907781,0.2010759591060033,0.1985994102768556,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.3,rise,60,3,3,0,3,0,0,3,0,0,0.2028082766681966,0.2062479240165483,0.203478031598867,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.3,fall,40,3,3,0,3,0,0,3,0,0,0.3614949141672812,0.4067461020025644,0.3791200188272877,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.3,fall,50,3,3,0,3,0,0,3,0,0,0.3138381987914618,0.3861514071190127,0.3451855893286997,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,0.3,fall,60,3,3,0,3,0,0,3,0,0,0.2782081740661208,0.3727501985632754,0.3223969887472925,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,1.0,rise,40,3,3,0,3,0,0,3,0,0,0.2293819548666675,0.2571188232068712,0.2462732551044011,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,1.0,rise,50,3,3,0,3,0,0,3,0,0,0.250940489030752,0.2643677842574666,0.260063277397029,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,1.0,rise,60,3,3,0,3,0,0,3,0,0,0.2700220598018806,0.275418790499113,0.2732338637312499,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,1.0,fall,40,3,3,0,3,0,0,3,0,0,1.0354827186861326,1.1203934327690577,1.076634574254425,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,1.0,fall,50,3,3,0,3,0,0,3,0,0,0.8316279930166375,0.9451614192727392,0.8865223793635857,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,1.0,fall,60,3,3,0,3,0,0,3,0,0,0.668385173323216,0.8104552548363058,0.7370447690092561,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,3.0,rise,40,3,3,0,3,0,0,3,0,0,0.2598027130121305,0.2837363221065804,0.2750606829042271,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,3.0,rise,50,3,3,0,3,0,0,3,0,0,0.2883466487932339,0.2927247676788385,0.2921818039826981,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,3.0,rise,60,3,3,0,3,0,0,3,0,0,0.2998622967870171,0.3200664699499118,0.3089398967235261,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,3.0,fall,40,3,3,0,3,0,0,3,0,0,2.89723527870727,3.0246011636669365,2.9603171539484103,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,3.0,fall,50,3,3,0,3,0,0,3,0,0,2.247093534033347,2.403082056765013,2.323917818497842,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.03,3.0,fall,60,3,3,0,3,0,0,3,0,0,1.7192075687310495,1.9037327986207837,1.809797024993004,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.01,rise,40,3,3,0,3,0,0,3,0,0,0.0530934899321751,0.0771885376311505,0.0644679039742251,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.01,rise,50,3,3,0,3,0,0,3,0,0,0.0519190243601019,0.0781396845050431,0.065795144692497,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.01,rise,60,3,3,0,3,0,0,3,0,0,0.0501883440406298,0.0778762131864188,0.0668329178163434,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.01,fall,40,3,3,0,3,0,0,3,0,0,0.0718935086965932,0.0826086731916526,0.0769558672196675,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.01,fall,50,3,3,0,3,0,0,3,0,0,0.0710340381973003,0.0855738850093297,0.0763055348961911,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.01,fall,60,3,3,0,3,0,0,3,0,0,0.0703659414575404,0.0877009577917466,0.0754500602491893,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.03,rise,40,3,3,0,3,0,0,3,0,0,0.0663524642144381,0.0894761271818452,0.0773161386864421,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.03,rise,50,3,3,0,3,0,0,3,0,0,0.0652694565349919,0.0902759675770327,0.0785781631660498,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.03,rise,60,3,3,0,3,0,0,3,0,0,0.0636625008818829,0.0899664866872004,0.0795577898074803,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.03,fall,40,3,3,0,3,0,0,3,0,0,0.0835527253373964,0.094000088748362,0.0886448970687985,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.03,fall,50,3,3,0,3,0,0,3,0,0,0.0827087603180316,0.0968312151233024,0.0881930718654353,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.03,fall,60,3,3,0,3,0,0,3,0,0,0.0820351390193164,0.0989205725698185,0.0875025458973178,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.1,rise,40,3,3,0,3,0,0,3,0,0,0.1080095804698016,0.1204831636554232,0.1143449186012575,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.1,rise,50,3,3,0,3,0,0,3,0,0,0.1081762611078669,0.123355628694464,0.1170460614408605,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.1,rise,60,3,3,0,3,0,0,3,0,0,0.1076152376906971,0.125660246817497,0.1193210581772555,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.1,fall,40,3,3,0,3,0,0,3,0,0,0.1480320941447399,0.1491049111097753,0.1481106217496657,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.1,fall,50,3,3,0,3,0,0,3,0,0,0.1440241437828862,0.1472580502520956,0.1451203195300869,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.1,fall,60,3,3,0,3,0,0,3,0,0,0.1413284027710892,0.1459339310259755,0.1425857954099331,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.3,rise,40,3,3,0,3,0,0,3,0,0,0.1622398792262288,0.1698155223816656,0.1664507382475452,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.3,rise,50,3,3,0,3,0,0,3,0,0,0.1710405862636679,0.1731581505980828,0.1730681457713141,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.3,rise,60,3,3,0,3,0,0,3,0,0,0.1751842892767318,0.1809142035494024,0.1793474571573202,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.3,fall,40,3,3,0,3,0,0,3,0,0,0.3313872120535945,0.3542754910534758,0.3394382699225364,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.3,fall,50,3,3,0,3,0,0,3,0,0,0.2888845545840413,0.3317176374562149,0.3064070765108974,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,0.3,fall,60,3,3,0,3,0,0,3,0,0,0.256227037083812,0.3164967417992607,0.2837266225639181,1.0,0.0,0.0,1.0,0.0
Kr,0.3,0.1,1.0,rise,40,3,3,0,3,0,0,3,0,0,0.2075742988446117,0.2231344283155406,0.2163555989929264,1.0,0.0,0.0,1.0,0.0
