gene,T,decay_mean,phase,threshold,n_scenarios,n_valid,n_invalid,n_intron_lead,n_exon_lead,n_small,n_positive_without_tolerance,n_negative_without_tolerance,n_zero_without_tolerance,minimum_offset,maximum_offset,median_offset,fraction_intron_lead,fraction_exon_lead,fraction_small,fraction_positive_without_tolerance,fraction_negative_without_tolerance
Kr,1.0,0.1,rise,60,18,18,0,18,0,0,18,0,0,0.3661359680145232,0.4464694078874631,0.3922456735150399,1.0,0.0,0.0,1.0,0.0
Kr,1.0,0.1,fall,40,18,18,0,18,0,0,18,0,0,0.2744645184055332,0.4317688715736127,0.34924612370389807,1.0,0.0,0.0,1.0,0.0
Kr,1.0,0.1,fall,50,18,18,0,18,0,0,18,0,0,0.2895163183239266,0.4313914157573788,0.3518524234611039,1.0,0.0,0.0,1.0,0.0
Kr,1.0,0.1,fall,60,18,18,0,18,0,0,18,0,0,0.3010056681631057,0.4308769511469088,0.3541085176430676,1.0,0.0,0.0,1.0,0.0
Kr,1.0,0.3,rise,40,18,18,0,18,0,0,18,0,0,0.4194202534733104,0.4512880823389162,0.4350313970873275,1.0,0.0,0.0,1.0,0.0
Kr,1.0,0.3,rise,50,18,18,0,18,0,0,18,0,0,0.4172234441492465,0.4665352284698419,0.44005617021084864,1.0,0.0,0.0,1.0,0.0
Kr,1.0,0.3,rise,60,18,18,0,18,0,0,18,0,0,0.4147820297478727,0.4783771594690041,0.44334893840538775,1.0,0.0,0.0,1.0,0.0
Kr,1.0,0.3,fall,40,18,18,0,18,0,0,18,0,0,0.4181374258019437,0.6496535786261961,0.5045850794036428,1.0,0.0,0.0,1.0,0.0
Kr,1.0,0.3,fall,50,18,18,0,18,0,0,18,0,0,0.4181089425955169,0.6287140296675391,0.48154491277532535,1.0,0.0,0.0,1.0,0.0
Kr,1.0,0.3,fall,60,18,18,0,18,0,0,18,0,0,0.4179719207715693,0.6136500805256937,0.4671767056151105,1.0,0.0,0.0,1.0,0.0
Kr,1.0,1.0,rise,40,18,18,0,18,0,0,18,0,0,0.4558101187603059,0.5166301034396985,0.47025588834094595,1.0,0.0,0.0,1.0,0.0
Kr,1.0,1.0,rise,50,18,18,0,18,0,0,18,0,0,0.4580527430539312,0.5324845468188943,0.4785320203952014,1.0,0.0,0.0,1.0,0.0
Kr,1.0,1.0,rise,60,18,18,0,18,0,0,18,0,0,0.4612400297499403,0.5448545058054988,0.48660454270672543,1.0,0.0,0.0,1.0,0.0
Kr,1.0,1.0,fall,40,18,18,0,18,0,0,18,0,0,1.091665412814402,1.356921162172714,1.1847467854270541,1.0,0.0,0.0,1.0,0.0
Kr,1.0,1.0,fall,50,18,18,0,18,0,0,18,0,0,0.9702913542622962,1.1836676606612733,1.059213606926475,1.0,0.0,0.0,1.0,0.0
Kr,1.0,1.0,fall,60,18,18,0,18,0,0,18,0,0,0.8364366575846642,1.0496849716058332,0.9298617507368008,1.0,0.0,0.0,1.0,0.0
Kr,1.0,3.0,rise,40,18,18,0,18,0,0,18,0,0,0.462902482351614,0.5479230423706138,0.49787949031668005,1.0,0.0,0.0,1.0,0.0
Kr,1.0,3.0,rise,50,18,18,0,18,0,0,18,0,0,0.4666850266780482,0.5645915623469445,0.5092073852576834,1.0,0.0,0.0,1.0,0.0
Kr,1.0,3.0,rise,60,18,18,0,18,0,0,18,0,0,0.4718325808040412,0.5776664057793162,0.5210478219194055,1.0,0.0,0.0,1.0,0.0
Kr,1.0,3.0,fall,40,18,18,0,18,0,0,18,0,0,2.9782806130716097,3.2667556970821794,3.1381465844705847,1.0,0.0,0.0,1.0,0.0
Kr,1.0,3.0,fall,50,18,18,0,18,0,0,18,0,0,2.375953874158288,2.8769841311867568,2.512484098663407,1.0,0.0,0.0,1.0,0.0
Kr,1.0,3.0,fall,60,18,18,0,18,0,0,18,0,0,1.8858474714571647,2.525284362673407,2.065827875549083,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.01,rise,40,18,18,0,18,0,0,18,0,0,1.291430908952896,1.3576693690259072,1.3057096689335552,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.01,rise,50,18,18,0,18,0,0,18,0,0,1.2467572305893888,1.3153525266032169,1.2635167238222835,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.01,rise,60,18,18,0,18,0,0,18,0,0,1.1921684213709869,1.268482553713183,1.2132883376676222,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.01,fall,40,18,18,0,18,0,0,18,0,0,0.3622725022334472,0.8949785469486384,0.7703135759635686,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.01,fall,50,18,18,0,18,0,0,18,0,0,0.4192377025543625,0.9063245767268158,0.773133627429005,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.01,fall,60,18,18,0,18,0,0,18,0,0,0.5167754739839694,0.9174323631131732,0.7755689187193435,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.03,rise,40,18,18,0,18,0,0,18,0,0,1.3001641271556186,1.3621699947873984,1.3136097065314383,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.03,rise,50,18,18,0,18,0,0,18,0,0,1.2558568255758684,1.3203705766622875,1.2723563346761684,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.03,rise,60,18,18,0,18,0,0,18,0,0,1.202032253353981,1.274170255385885,1.2225762324755323,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.03,fall,40,18,18,0,18,0,0,18,0,0,0.3638910066375853,0.9137907801306584,0.7687953029454915,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.03,fall,50,18,18,0,18,0,0,18,0,0,0.4326175492291613,0.9248224187324828,0.7715722587485396,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.03,fall,60,18,18,0,18,0,0,18,0,0,0.5289153751169251,0.93562333366076,0.786230339552626,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.1,rise,40,18,18,0,18,0,0,18,0,0,1.3230238473255451,1.375124286240967,1.3341314982772658,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.1,rise,50,18,18,0,18,0,0,18,0,0,1.27994138560533,1.3349756413670066,1.2940227663834116,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.1,rise,60,18,18,0,18,0,0,18,0,0,1.22854390188612,1.2911846207880964,1.2462857046314704,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.1,fall,40,18,18,0,18,0,0,18,0,0,0.415486052550746,0.988838914735532,0.8230977098843326,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.1,fall,50,18,18,0,18,0,0,18,0,0,0.4991355463570115,0.9883031326983004,0.8397278676405078,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.1,fall,60,18,18,0,18,0,0,18,0,0,0.5890409722870857,0.995612040115097,0.8535766783467684,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.3,rise,40,18,18,0,18,0,0,18,0,0,1.3481136185201483,1.3959895265021296,1.3637984353800774,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.3,rise,50,18,18,0,18,0,0,18,0,0,1.3108032838604866,1.358953193187419,1.3261023454866936,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.3,rise,60,18,18,0,18,0,0,18,0,0,1.2678872794422302,1.3197215309184722,1.2829258655999527,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.3,fall,40,18,18,0,18,0,0,18,0,0,0.66048771642956,1.1990533405037511,1.0067167062525944,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.3,fall,50,18,18,0,18,0,0,18,0,0,0.6622649229790794,1.1774009165965404,0.9999666533402052,1.0,0.0,0.0,1.0,0.0
Kr,3.0,0.3,fall,60,18,18,0,18,0,0,18,0,0,0.6705369673776476,1.1589534791669434,0.9999820278956224,1.0,0.0,0.0,1.0,0.0
Kr,3.0,1.0,rise,40,18,18,0,18,0,0,18,0,0,1.3820025411686103,1.4187898516162272,1.400422570201864,1.0,0.0,0.0,1.0,0.0
Kr,3.0,1.0,rise,50,18,18,0,18,0,0,18,0,0,1.3495994378892655,1.385866283904402,1.3679504255828563,1.0,0.0,0.0,1.0,0.0
Kr,3.0,1.0,rise,60,18,18,0,18,0,0,18,0,0,1.31220415751018,1.3521302337412622,1.331134759879685,1.0,0.0,0.0,1.0,0.0
Kr,3.0,1.0,fall,40,18,18,0,18,0,0,18,0,0,1.3291059535150265,1.889274235482575,1.6923415613375028,1.0,0.0,0.0,1.0,0.0
Kr,3.0,1.0,fall,50,18,18,0,18,0,0,18,0,0,1.3049981978012957,1.720707138337989,1.534649035350558,1.0,0.0,0.0,1.0,0.0
Kr,3.0,1.0,fall,60,18,18,0,18,0,0,18,0,0,1.2741127221207238,1.5897534895483516,1.4158528817311593,1.0,0.0,0.0,1.0,0.0
Kr,3.0,3.0,rise,40,18,18,0,18,0,0,18,0,0,1.4106173109904545,1.4463819472396977,1.4259915169205977,1.0,0.0,0.0,1.0,0.0
Kr,3.0,3.0,rise,50,18,18,0,18,0,0,18,0,0,1.382737686694168,1.4206012329848283,1.3967798115447612,1.0,0.0,0.0,1.0,0.0
Kr,3.0,3.0,rise,60,18,18,0,18,0,0,18,0,0,1.3504401822197003,1.393897774654673,1.3659005777635302,1.0,0.0,0.0,1.0,0.0
Kr,3.0,3.0,fall,40,18,18,0,18,0,0,18,0,0,3.328850023364886,3.8099371309773447,3.593554346336929,1.0,0.0,0.0,1.0,0.0
Kr,3.0,3.0,fall,50,18,18,0,18,0,0,18,0,0,2.849253676478581,3.1950828622090803,3.094150281820044,1.0,0.0,0.0,1.0,0.0
Kr,3.0,3.0,fall,60,18,18,0,18,0,0,18,0,0,2.41797355393978,2.8193892039696493,2.597467745905603,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,0.01,rise,40,18,18,0,0,0,18,10,8,0,-0.0003585009034468,0.0047449759238853,0.00030003979446038874,0.0,0.0,1.0,0.5555555555555556,0.4444444444444444
mlpt,0.01,0.01,rise,50,18,18,0,0,0,18,10,8,0,-0.000356953560251,0.0047819100043657,0.00031136762684870554,0.0,0.0,1.0,0.5555555555555556,0.4444444444444444
mlpt,0.01,0.01,rise,60,18,18,0,0,0,18,10,8,0,-0.0003560501282694,0.0048749913211294,0.0003083687284075105,0.0,0.0,1.0,0.5555555555555556,0.4444444444444444
mlpt,0.01,0.01,fall,40,18,18,0,0,0,18,12,6,0,-0.000256027937747,0.0052098635624419,0.00045656676633120004,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333
mlpt,0.01,0.01,fall,50,18,18,0,0,0,18,12,6,0,-0.0002560059783331,0.0052264333068775,0.0004513552783887,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333
mlpt,0.01,0.01,fall,60,18,18,0,0,0,18,12,6,0,-0.0002560147399552,0.0052553906151113,0.00044419461181915,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333
mlpt,0.01,0.03,rise,40,18,18,0,6,0,12,15,3,0,-0.0001187066357309,0.0206927081855341,0.0040589432059956,0.3333333333333333,0.0,0.6666666666666666,0.8333333333333334,0.16666666666666666
mlpt,0.01,0.03,rise,50,18,18,0,6,0,12,15,3,0,-0.0001163118886585,0.0207990056585399,0.0041972609440454,0.3333333333333333,0.0,0.6666666666666666,0.8333333333333334,0.16666666666666666
mlpt,0.01,0.03,rise,60,18,18,0,6,0,12,15,3,0,-0.0001154099799466,0.0209431694702155,0.004248542443760999,0.3333333333333333,0.0,0.6666666666666666,0.8333333333333334,0.16666666666666666
mlpt,0.01,0.03,fall,40,18,18,0,6,0,12,18,0,0,0.0001386713537381,0.0253589323628465,0.005613495219128,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0
mlpt,0.01,0.03,fall,50,18,18,0,6,0,12,18,0,0,0.0001386912616188,0.025606695853848,0.00543551218088305,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0
mlpt,0.01,0.03,fall,60,18,18,0,6,0,12,18,0,0,0.000138689628327,0.025991494833207,0.0051698697148981005,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0
mlpt,0.01,0.1,rise,40,18,18,0,12,0,6,18,0,0,0.0015007142328289,0.0696080724608467,0.020963755593547552,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0
mlpt,0.01,0.1,rise,50,18,18,0,12,0,6,18,0,0,0.0015225296271103,0.0707915872149292,0.02360781803918905,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0
mlpt,0.01,0.1,rise,60,18,18,0,12,0,6,18,0,0,0.0015256098366913,0.0714585857041612,0.02636782469898065,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0
mlpt,0.01,0.1,fall,40,18,18,0,16,0,2,18,0,0,0.0073106904925337,0.1115845787741732,0.047646144443607846,0.8888888888888888,0.0,0.1111111111111111,1.0,0.0
mlpt,0.01,0.1,fall,50,18,18,0,16,0,2,18,0,0,0.0073107350853032,0.1119188710088808,0.04172255407010865,0.8888888888888888,0.0,0.1111111111111111,1.0,0.0
mlpt,0.01,0.1,fall,60,18,18,0,16,0,2,18,0,0,0.0073107293650487,0.1131126387929197,0.0367580967020692,0.8888888888888888,0.0,0.1111111111111111,1.0,0.0
mlpt,0.01,0.3,rise,40,18,18,0,15,0,3,18,0,0,0.0057623140092661,0.1360125471454573,0.05180524389723065,0.8333333333333334,0.0,0.16666666666666666,1.0,0.0
mlpt,0.01,0.3,rise,50,18,18,0,15,0,3,18,0,0,0.0059403687757929,0.1397452390168865,0.06017994596356685,0.8333333333333334,0.0,0.16666666666666666,1.0,0.0
mlpt,0.01,0.3,rise,60,18,18,0,16,0,2,18,0,0,0.0060236619815432,0.1418841723895449,0.07000968411104135,0.8888888888888888,0.0,0.1111111111111111,1.0,0.0
mlpt,0.01,0.3,fall,40,18,18,0,18,0,0,18,0,0,0.0997165889392381,0.33110217396145,0.22232680534895366,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,0.3,fall,50,18,18,0,18,0,0,18,0,0,0.0996062288510586,0.31148868465819,0.1838050289732296,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,0.3,fall,60,18,18,0,18,0,0,18,0,0,0.0990747199414134,0.2997614832708462,0.15368882490677693,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,1.0,rise,40,18,18,0,18,0,0,18,0,0,0.010834027633362,0.1897228908820041,0.08716753055797435,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,1.0,rise,50,18,18,0,18,0,0,18,0,0,0.0113161055736551,0.195610637831128,0.1048495037070293,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,1.0,rise,60,18,18,0,18,0,0,18,0,0,0.01160617721194,0.2031611428091974,0.11687429774450925,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,1.0,fall,40,18,18,0,18,0,0,18,0,0,0.7941580738158853,1.043076900829198,0.8801405293308846,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,1.0,fall,50,18,18,0,18,0,0,18,0,0,0.6784314125410651,0.8679676305964996,0.7477513279330907,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,1.0,fall,60,18,18,0,18,0,0,18,0,0,0.525780420392893,0.7584064269724977,0.6330778640882287,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,3.0,rise,40,18,18,0,18,0,0,18,0,0,0.0133815420733142,0.2134625601147328,0.10948862013223126,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,3.0,rise,50,18,18,0,18,0,0,18,0,0,0.0140496463596144,0.2203751248404598,0.1303735909877892,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,3.0,rise,60,18,18,0,18,0,0,18,0,0,0.0144795606959017,0.2468661573908972,0.14210007624102405,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,3.0,fall,40,18,18,0,18,0,0,18,0,0,2.6601803621126363,3.006578947481028,2.7963869337567893,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,3.0,fall,50,18,18,0,18,0,0,18,0,0,2.0575518681533955,2.646240568371794,2.2167139500797886,1.0,0.0,0.0,1.0,0.0
mlpt,0.01,3.0,fall,60,18,18,0,18,0,0,18,0,0,1.5646050983193849,2.290168672298448,1.7201698037365225,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,0.01,rise,40,18,18,0,0,0,18,6,12,0,-0.0013176618778925,0.0033102913048596,-0.0006823690746288,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666
mlpt,0.03,0.01,rise,50,18,18,0,0,0,18,6,12,0,-0.0013170520924267,0.0034357899095931,-0.00061591708471765,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666
mlpt,0.03,0.01,rise,60,18,18,0,0,0,18,6,12,0,-0.0013240402718799,0.0036062183454408,-0.0006306276415541,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666
mlpt,0.03,0.01,fall,40,18,18,0,0,0,18,11,7,0,-0.0005796603774999,0.0040424946090824,0.00018605938928189998,0.0,0.0,1.0,0.6111111111111112,0.3888888888888889
mlpt,0.03,0.01,fall,50,18,18,0,0,0,18,11,7,0,-0.0005796000328632,0.004055023525333,0.00014387016956545,0.0,0.0,1.0,0.6111111111111112,0.3888888888888889
mlpt,0.03,0.01,fall,60,18,18,0,0,0,18,11,7,0,-0.0005794648286607,0.0040854604896922,0.00011235725156336242,0.0,0.0,1.0,0.6111111111111112,0.3888888888888889
mlpt,0.03,0.03,rise,40,18,18,0,6,0,12,12,6,0,-0.0010386124976097,0.0192574497708279,0.0035030156465544002,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
mlpt,0.03,0.03,rise,50,18,18,0,6,0,12,12,6,0,-0.0010247500821786,0.0194090929823294,0.0036713415885668505,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
mlpt,0.03,0.03,rise,60,18,18,0,6,0,12,12,6,0,-0.001017466141392,0.0196826955499336,0.0037167716611282,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
mlpt,0.03,0.03,fall,40,18,18,0,6,0,12,18,0,0,1.526748426972091e-05,0.0244037545465726,0.00575361652320685,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0
mlpt,0.03,0.03,fall,50,18,18,0,6,0,12,18,0,0,1.5269676090223783e-05,0.0246463153658379,0.00561551893120475,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0
mlpt,0.03,0.03,fall,60,18,18,0,6,0,12,18,0,0,1.526949626917684e-05,0.0250333647048076,0.00526205195858535,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0
mlpt,0.03,0.1,rise,40,18,18,0,12,0,6,18,0,0,0.0006478211177509,0.0677943454539865,0.020719936232457853,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0
mlpt,0.03,0.1,rise,50,18,18,0,12,0,6,18,0,0,0.0006828425540499,0.0689555943528395,0.02363422749526095,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0
mlpt,0.03,0.1,rise,60,18,18,0,12,0,6,18,0,0,0.0006932016710345,0.0695854445051787,0.0262160998126591,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0
mlpt,0.03,0.1,fall,40,18,18,0,16,0,2,18,0,0,0.0075139660978731,0.1103520357398191,0.04883913888656685,0.8888888888888888,0.0,0.1111111111111111,1.0,0.0
mlpt,0.03,0.1,fall,50,18,18,0,16,0,2,18,0,0,0.0075138963111029,0.110666893112446,0.04279229026183065,0.8888888888888888,0.0,0.1111111111111111,1.0,0.0
mlpt,0.03,0.1,fall,60,18,18,0,16,0,2,18,0,0,0.0075138998770376,0.1118486245838169,0.037624644894887746,0.8888888888888888,0.0,0.1111111111111111,1.0,0.0
mlpt,0.03,0.3,rise,40,18,18,0,15,0,3,18,0,0,0.00494379909778,0.1339699080326659,0.051466699320126194,0.8333333333333334,0.0,0.16666666666666666,1.0,0.0
mlpt,0.03,0.3,rise,50,18,18,0,15,0,3,18,0,0,0.0051402060618495,0.1376897673002048,0.060092530085605,0.8333333333333334,0.0,0.16666666666666666,1.0,0.0
mlpt,0.03,0.3,rise,60,18,18,0,16,0,2,18,0,0,0.0052356941039265,0.1398056673911931,0.06986202956877136,0.8888888888888888,0.0,0.1111111111111111,1.0,0.0
mlpt,0.03,0.3,fall,40,18,18,0,18,0,0,18,0,0,0.1011787901694094,0.3297674937323814,0.223838788159409,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,0.3,fall,50,18,18,0,18,0,0,18,0,0,0.1010671630020838,0.3100748274939758,0.18520801626037436,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,0.3,fall,60,18,18,0,18,0,0,18,0,0,0.1005297599308887,0.2982886894706918,0.15513024277559606,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,1.0,rise,40,18,18,0,18,0,0,18,0,0,0.0100014275174226,0.1876528901341136,0.0865734630668467,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,1.0,rise,50,18,18,0,18,0,0,18,0,0,0.0105067406018726,0.1935444086009708,0.10438701306869945,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,1.0,rise,60,18,18,0,18,0,0,18,0,0,0.0108148625151839,0.2013916023712841,0.1162578688638031,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,1.0,fall,40,18,18,0,18,0,0,18,0,0,0.7975035501588987,1.041659462136464,0.8825263584410891,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,1.0,fall,50,18,18,0,18,0,0,18,0,0,0.68093519413576,0.8665508005859219,0.7509579830205424,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,1.0,fall,60,18,18,0,18,0,0,18,0,0,0.526825649015055,0.7626403336225516,0.634297818317814,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,3.0,rise,40,18,18,0,18,0,0,18,0,0,0.012540998589052,0.211435481429332,0.10878886371676105,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,3.0,rise,50,18,18,0,18,0,0,18,0,0,0.0132349592108054,0.2183637673825651,0.1295748860968306,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,3.0,rise,60,18,18,0,18,0,0,18,0,0,0.0136868916007433,0.2450686335999685,0.141331071417931,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,3.0,fall,40,18,18,0,18,0,0,18,0,0,2.66307312084806,3.011507887809114,2.796591534847861,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,3.0,fall,50,18,18,0,18,0,0,18,0,0,2.0604437837653378,2.651161568027855,2.2174102592196006,1.0,0.0,0.0,1.0,0.0
mlpt,0.03,3.0,fall,60,18,18,0,18,0,0,18,0,0,1.5667036148271687,2.295079529652904,1.7197486526010604,1.0,0.0,0.0,1.0,0.0
mlpt,0.1,0.01,rise,40,18,18,0,0,0,18,0,18,0,-0.0089039718309232,-0.0017380936886619,-0.0063066277570055,0.0,0.0,1.0,0.0,1.0
mlpt,0.1,0.01,rise,50,18,18,0,0,0,18,0,18,0,-0.0090534072189782,-0.0008282033609355,-0.00579818119876455,0.0,0.0,1.0,0.0,1.0
mlpt,0.1,0.01,rise,60,18,18,0,0,0,18,1,17,0,-0.009327575417898,5.319361315125892e-05,-0.0049617513004648,0.0,0.0,1.0,0.05555555555555555,0.9444444444444444
mlpt,0.1,0.01,fall,40,18,18,0,1,0,17,10,8,0,-0.0038557876984874,0.0147158685513861,0.0006961883458614,0.05555555555555555,0.0,0.9444444444444444,0.5555555555555556,0.4444444444444444
mlpt,0.1,0.01,fall,50,18,18,0,1,0,17,10,8,0,-0.0040209454614911,0.0147158277610173,0.00035581214712635,0.05555555555555555,0.0,0.9444444444444444,0.5555555555555556,0.4444444444444444
mlpt,0.1,0.01,fall,60,18,18,0,1,0,17,9,9,0,-0.0048492066991049,0.014715831107563,-7.430267651294998e-05,0.05555555555555555,0.0,0.9444444444444444,0.5,0.5
mlpt,0.1,0.03,rise,40,18,18,0,3,0,15,8,10,0,-0.0063027433387358,0.0134443911281742,-0.0015857716039108499,0.16666666666666666,0.0,0.8333333333333334,0.4444444444444444,0.5555555555555556
mlpt,0.1,0.03,rise,50,18,18,0,3,0,15,8,10,0,-0.0062844122469523,0.0141089437158856,-0.0009345223580857,0.16666666666666666,0.0,0.8333333333333334,0.4444444444444444,0.5555555555555556
mlpt,0.1,0.03,rise,60,18,18,0,3,0,15,9,9,0,-0.0063485585451448,0.0159435639934474,-0.0008333278997595,0.16666666666666666,0.0,0.8333333333333334,0.5,0.5
mlpt,0.1,0.03,fall,40,18,18,0,7,0,11,18,0,0,0.0018830066785857,0.0218434976266891,0.00788771890598375,0.3888888888888889,0.0,0.6111111111111112,1.0,0.0
mlpt,0.1,0.03,fall,50,18,18,0,7,0,11,18,0,0,0.0018829898802164,0.0220309846063815,0.0071106671810774996,0.3888888888888889,0.0,0.6111111111111112,1.0,0.0
mlpt,0.1,0.03,fall,60,18,18,0,6,0,12,18,0,0,0.0018829541342226,0.0224250084715533,0.006696966621591,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0
mlpt,0.1,0.1,rise,40,18,18,0,11,0,7,14,4,0,-0.0039390156043987,0.0587481912848754,0.0182135084467315,0.6111111111111112,0.0,0.3888888888888889,0.7777777777777778,0.2222222222222222
mlpt,0.1,0.1,rise,50,18,18,0,11,0,7,14,4,0,-0.0037418047079227,0.0597549267725955,0.0217959082470306,0.6111111111111112,0.0,0.3888888888888889,0.7777777777777778,0.2222222222222222
mlpt,0.1,0.1,rise,60,18,18,0,11,0,7,15,3,0,-0.0036253467329293,0.0609314608842061,0.023063853777766652,0.6111111111111112,0.0,0.3888888888888889,0.8333333333333334,0.16666666666666666
mlpt,0.1,0.1,fall,40,18,18,0,18,0,0,18,0,0,0.0121814756367988,0.1067177008644327,0.0534178012620458,1.0,0.0,0.0,1.0,0.0
mlpt,0.1,0.1,fall,50,18,18,0,18,0,0,18,0,0,0.0121814411871601,0.1068403751120413,0.0478290758033066,1.0,0.0,0.0,1.0,0.0
mlpt,0.1,0.1,fall,60,18,18,0,18,0,0,18,0,0,0.0121814366666641,0.1079032087864164,0.041909208994532,1.0,0.0,0.0,1.0,0.0
mlpt,0.1,0.3,rise,40,18,18,0,15,0,3,18,0,0,0.0007087018153336,0.1229064022485965,0.0488850201850468,0.8333333333333334,0.0,0.16666666666666666,1.0,0.0
mlpt,0.1,0.3,rise,50,18,18,0,15,0,3,18,0,0,0.0011163432924796,0.1264950200387916,0.058843024505809395,0.8333333333333334,0.0,0.16666666666666666,1.0,0.0
mlpt,0.1,0.3,rise,60,18,18,0,15,0,3,18,0,0,0.0013681740488967,0.1283699317638601,0.06676566339404749,0.8333333333333334,0.0,0.16666666666666666,1.0,0.0
mlpt,0.1,0.3,fall,40,18,18,0,18,0,0,18,0,0,0.1096365008660433,0.3262612222801935,0.2313630866605145,1.0,0.0,0.0,1.0,0.0
mlpt,0.1,0.3,fall,50,18,18,0,18,0,0,18,0,0,0.1095220388803905,0.3058040616205744,0.19236598752125986,1.0,0.0,0.0,1.0,0.0
mlpt,0.1,0.3,fall,60,18,18,0,18,0,0,18,0,0,0.1089710701724846,0.2933784693086623,0.16389296096289813,1.0,0.0,0.0,1.0,0.0
mlpt,0.1,1.0,rise,40,18,18,0,16,0,2,18,0,0,0.0060941477581165,0.1765060648726384,0.083955889132766,0.8888888888888888,0.0,0.1111111111111111,1.0,0.0
mlpt,0.1,1.0,rise,50,18,18,0,17,0,1,18,0,0,0.0068810988301246,0.182435406714616,0.10193739017475426,0.9444444444444444,0.0,0.05555555555555555,1.0,0.0
mlpt,0.1,1.0,rise,60,18,18,0,17,0,1,18,0,0,0.0074239684458159,0.1936360810248159,0.11233510395492174,0.9444444444444444,0.0,0.05555555555555555,1.0,0.0
mlpt,0.1,1.0,fall,40,18,18,0,18,0,0,18,0,0,0.8114959837705036,1.0378828171497338,0.8953787986518019,1.0,0.0,0.0,1.0,0.0
