scenario_index,gene,T,processing_mean,decay_mean,peak_fraction,dt,rise_50_change,rise_class_changed,rise_sign_changed,fall_50_change,fall_class_changed,fall_sign_changed,peak_change,max_normalized_signal_change
992,mlpt,0.3,0.03,0.01,0.75,0.00025,3.660165575833374e-08,False,False,9.235387250176169e-08,False,False,-1.5034259844073916e-06,1.8970520650751777e-06
994,mlpt,0.3,0.03,0.03,0.5,0.0005,9.659712716346414e-08,False,False,-1.1155249978259119e-07,False,False,1.002885566963891e-09,5.546228958874799e-07
994,mlpt,0.3,0.03,0.03,0.5,0.00025,1.841154034561837e-07,False,False,-1.9578037534564996e-07,False,False,8.20005744567049e-10,7.888572182146447e-07
1009,mlpt,0.3,0.1,0.01,0.5,0.0005,-7.582163049496549e-08,False,False,1.4686519281964516e-08,False,False,-3.3271288051028858e-09,6.029283775577099e-07
1009,mlpt,0.3,0.1,0.01,0.5,0.00025,-1.3701372882785057e-07,False,False,6.561167803856294e-08,False,False,-4.54223637522122e-09,8.244140773383535e-07
1010,mlpt,0.3,0.1,0.01,0.75,0.0005,2.290408322030979e-08,False,False,2.97511779836189e-07,False,False,-1.1779534746514386e-06,9.611359023664612e-07
1010,mlpt,0.3,0.1,0.01,0.75,0.00025,-1.3296137267582164e-08,False,False,3.8542036558033427e-07,False,False,-1.3692077818205917e-06,1.2853824648551004e-06
1011,mlpt,0.3,0.1,0.03,0.25,0.0005,2.0115612320292797e-07,False,False,-5.1175569894604256e-08,False,False,-3.044990596568972e-07,1.0760904472495447e-06
1011,mlpt,0.3,0.1,0.03,0.25,0.00025,3.338146577491763e-07,False,False,-1.5517994356346876e-07,False,False,-2.0238803268967515e-07,1.3446171391595652e-06
1012,mlpt,0.3,0.1,0.03,0.5,0.0005,-5.409456190971773e-08,False,False,1.743526606366708e-08,False,False,-3.2385524591921344e-09,6.029283775577099e-07
1012,mlpt,0.3,0.1,0.03,0.5,0.00025,-1.061831752212361e-07,False,False,6.489240605921077e-08,False,False,-4.4301206366531565e-09,8.244140773383535e-07
1013,mlpt,0.3,0.1,0.03,0.75,0.0005,8.774853267612404e-09,False,False,3.387404419966794e-07,False,False,-1.3224622085541982e-06,9.611359023664612e-07
1013,mlpt,0.3,0.1,0.03,0.75,0.00025,-4.879980210897861e-08,False,False,4.4789928085355035e-07,False,False,-1.534986118913173e-06,1.2853824648551004e-06
1033,mlpt,0.3,0.3,0.1,0.5,0.0005,2.087777290753906e-07,False,False,-3.6414463260026064e-07,False,False,2.5592236156668502e-08,8.495478990289129e-07
1033,mlpt,0.3,0.3,0.1,0.5,0.00025,2.0894090854532699e-07,False,False,-3.596995283156046e-07,False,False,1.419729449975149e-08,8.894599505815393e-07
1054,mlpt,0.3,1.0,0.3,0.5,0.0005,8.017394951924384e-09,False,False,1.6335203883999228e-07,False,False,-1.911159198259016e-07,2.669455003156962e-07
1054,mlpt,0.3,1.0,0.3,0.5,0.00025,-2.3489780805359406e-08,False,False,2.5770663497626245e-07,False,False,-2.703966382605616e-07,3.7634970728728234e-07
1055,mlpt,0.3,1.0,0.3,0.75,0.0005,-1.0152896490721319e-07,False,False,5.785380790823691e-07,False,False,6.035639355111977e-07,6.998357579002246e-07
1055,mlpt,0.3,1.0,0.3,0.75,0.00025,-1.5448724278131765e-07,False,False,7.991616420566228e-07,False,False,6.84188397062635e-07,1.0858906831501258e-06
1062,mlpt,0.3,3.0,0.01,0.25,0.0005,5.68180483044578e-08,False,False,-8.943784668286048e-07,False,False,5.111886878760019e-07,4.032404475745599e-07
1062,mlpt,0.3,3.0,0.01,0.25,0.00025,6.520998683742785e-08,False,False,-8.752498530245623e-07,False,False,4.5650698826324443e-07,5.037524069412269e-07
1065,mlpt,0.3,3.0,0.03,0.25,0.0005,5.775419663692216e-08,False,False,-8.645262474168969e-07,False,False,5.119052630501997e-07,4.032404475745599e-07
1065,mlpt,0.3,3.0,0.03,0.25,0.00025,6.485310082363083e-08,False,False,-8.506371526537104e-07,False,False,4.571123346334971e-07,5.037524069412269e-07
1072,mlpt,0.3,3.0,0.3,0.5,0.0005,-5.437895282504879e-09,False,False,1.642617757646736e-07,False,False,4.522095938125359e-07,2.2509372685219908e-07
1072,mlpt,0.3,3.0,0.3,0.5,0.00025,1.4928613197191798e-08,False,False,-5.843081260503702e-08,False,False,6.943058628444687e-07,2.8115655768823355e-07
1076,mlpt,0.3,3.0,1.0,0.75,0.0005,-1.247405089273984e-07,False,False,1.622033050541205e-06,False,False,-6.489540839565988e-07,8.702617751987773e-07
1076,mlpt,0.3,3.0,1.0,0.75,0.00025,-1.3791290066032802e-07,False,False,1.6951154946376334e-06,False,False,-7.488248174175594e-07,9.299780261429191e-07
1095,mlpt,1.0,0.01,3.0,0.25,0.0005,-5.267276937809262e-07,False,False,-2.7458788975920356e-07,False,False,6.305280658702728e-07,7.008477654890655e-07
1095,mlpt,1.0,0.01,3.0,0.25,0.00025,-7.229307766726256e-07,False,False,-3.2349071954485e-07,False,False,7.74415272797313e-07,8.735459432474002e-07
1188,mlpt,3.0,0.01,0.01,0.25,0.0005,-2.6064536085002032e-08,False,False,8.431138009967754e-09,False,False,4.802150499472191e-08,4.78475826182212e-07
1188,mlpt,3.0,0.01,0.01,0.25,0.00025,-1.5407485287610712e-09,False,False,-1.0680695439191368e-08,False,False,4.161714084460755e-08,6.465509486686116e-07
1189,mlpt,3.0,0.01,0.01,0.5,0.0005,1.5356169047464618e-07,False,False,-6.471338931390846e-08,False,False,-6.006618580300938e-08,8.803092542697399e-07
1189,mlpt,3.0,0.01,0.01,0.5,0.00025,9.62379609337205e-08,False,False,-4.701267153350841e-08,False,False,-1.1224235763052093e-08,9.488969885396159e-07
1190,mlpt,3.0,0.01,0.01,0.75,0.0005,7.870629326056644e-08,False,False,-3.5097769579550686e-08,False,False,-5.9142775121756586e-08,7.226602350973721e-07
1190,mlpt,3.0,0.01,0.01,0.75,0.00025,2.6122145335705227e-08,False,False,-3.1597127581051154e-08,False,False,5.767245347954031e-09,7.773318612125379e-07
1203,mlpt,3.0,0.01,3.0,0.25,0.0005,-6.703313191191995e-07,False,False,5.49875474042949e-08,False,False,-1.195385681995731e-06,4.1690314012132745e-07
1203,mlpt,3.0,0.01,3.0,0.25,0.00025,-7.331110845054667e-07,False,False,-6.369682337137306e-08,False,False,-1.4248326456467453e-06,5.224635571954295e-07
1204,mlpt,3.0,0.01,3.0,0.5,0.0005,-4.1110830428792156e-07,False,False,-6.32635952513283e-08,False,False,-6.616055805430676e-07,5.548038707337e-07
1204,mlpt,3.0,0.01,3.0,0.5,0.00025,-5.098734230379875e-07,False,False,-8.32891458024676e-08,False,False,-8.338561583443038e-07,6.756758220705095e-07
1205,mlpt,3.0,0.01,3.0,0.75,0.0005,-2.2689644785245378e-07,False,False,-3.732502924513881e-07,False,False,-2.19659978206721e-07,5.1340800009958e-07
1205,mlpt,3.0,0.01,3.0,0.75,0.00025,-2.394493545665455e-07,False,False,-6.131329235437022e-07,False,False,-2.7489426379645465e-07,6.440737257834561e-07
1278,mlpt,3.0,3.0,0.01,0.25,0.0005,-3.1351874618668063e-07,False,False,-4.5552203786769496e-08,False,False,5.047620987852497e-08,9.751125318313569e-08
1278,mlpt,3.0,3.0,0.01,0.25,0.00025,-3.700823038021994e-07,False,False,-5.616655673890136e-08,False,False,6.309897937484266e-08,1.2188826259418306e-07
1279,mlpt,3.0,3.0,0.01,0.5,0.0005,-1.0605396560947611e-08,False,False,-2.1443275061150402e-07,False,False,6.414945197263933e-08,2.2047128700464214e-07
1279,mlpt,3.0,3.0,0.01,0.5,0.00025,-2.2932812537845848e-08,False,False,-2.6774588141043054e-07,False,False,8.37575826473369e-08,2.654724399198116e-07
1280,mlpt,3.0,3.0,0.01,0.75,0.0005,-1.4251965119171928e-07,False,False,-4.0585271976478765e-08,False,False,9.69426157126918e-08,1.3980863589058146e-07
1280,mlpt,3.0,3.0,0.01,0.75,0.00025,-2.050697787137068e-07,False,False,-4.912620082953012e-08,False,False,1.2124401616020464e-07,1.7476707248054169e-07
1293,mlpt,3.0,3.0,3.0,0.25,0.0005,-1.2768818868913456e-07,False,False,-2.3995654885311524e-07,False,False,9.314293025752818e-08,9.492720409731703e-08
1293,mlpt,3.0,3.0,3.0,0.25,0.00025,-2.1134540872935759e-07,False,False,-2.2222182760600617e-07,False,False,1.8817181146602024e-08,1.094470781781709e-07
1294,mlpt,3.0,3.0,3.0,0.5,0.0005,-5.272026415426012e-07,False,False,3.5322032765350286e-07,False,False,-6.046534264392278e-07,1.3852031943706322e-07
1294,mlpt,3.0,3.0,3.0,0.5,0.00025,-6.626566404488443e-07,False,False,4.0536484213760104e-07,False,False,-7.455782444765191e-07,1.6550193526754242e-07
1295,mlpt,3.0,3.0,3.0,0.75,0.0005,-3.7801765606637616e-07,False,False,-2.2574998759239406e-08,False,False,-9.151147004615723e-07,7.574475069382913e-08
1295,mlpt,3.0,3.0,3.0,0.75,0.00025,-4.478663699902796e-07,False,False,-1.8212627761471367e-07,False,False,-9.731230679044245e-07,1.1638324126650446e-07
1296,svb,0.01,0.01,0.01,0.25,0.0005,-2.4049204679250924e-07,False,False,1.486178235372837e-07,False,False,-2.114492925133979e-06,2.1784529380709794e-06
1296,svb,0.01,0.01,0.01,0.25,0.00025,-2.212022200010627e-07,False,False,3.5531658067189387e-09,False,False,-6.107446813754386e-07,2.8031646244625064e-06
1297,svb,0.01,0.01,0.01,0.5,0.0005,1.891986727876882e-07,False,False,-4.765058245481679e-07,False,False,-1.4455485085329567e-07,2.3334033266708687e-06
1297,svb,0.01,0.01,0.01,0.5,0.00025,8.117689260025984e-08,False,False,-4.1371220391162034e-07,False,False,-1.6716097615832037e-07,2.3529241632846976e-06
1298,svb,0.01,0.01,0.01,0.75,0.0005,-1.7953930540708096e-07,False,False,-1.3001524591833846e-07,False,False,-8.394381520446421e-06,2.4870699913831507e-06
1298,svb,0.01,0.01,0.01,0.75,0.00025,-3.342311474096443e-07,False,False,-1.0820835296028453e-07,False,False,-7.684029342700134e-06,3.0444297216131178e-06
1311,svb,0.01,0.01,3.0,0.25,0.0005,-1.757249890321777e-07,False,False,-8.79338665882301e-07,False,False,4.358400439108401e-06,2.178199282665272e-06
1311,svb,0.01,0.01,3.0,0.25,0.00025,-2.1903307456661025e-07,False,False,-9.499246318434018e-07,False,False,6.1584683750393054e-06,2.8028922738655704e-06
1312,svb,0.01,0.01,3.0,0.5,0.0005,2.3835082740841784e-08,False,False,-7.80861854732251e-07,False,False,-7.815688794488018e-07,6.274196703778823e-07
1312,svb,0.01,0.01,3.0,0.5,0.00025,-7.363007115124276e-08,False,False,-1.0661518770049838e-06,False,False,-9.536900720807928e-07,7.76862777322751e-07
1313,svb,0.01,0.01,3.0,0.75,0.0005,-1.645044173104182e-08,False,False,-1.0418726024141733e-06,False,False,-2.665256845285624e-05,2.4108990335260094e-06
1313,svb,0.01,0.01,3.0,0.75,0.00025,-1.1048913273192795e-07,False,False,-2.04194751640685e-06,False,False,-3.0323194769532602e-05,3.0201892635521588e-06
1335,svb,0.01,0.1,0.03,0.25,0.0005,1.3148927870132443e-07,False,False,-3.2284962155244845e-07,False,False,4.302157060667722e-07,1.4439118070086465e-06
1335,svb,0.01,0.1,0.03,0.25,0.00025,9.452700415468751e-08,False,False,-2.4043901432520276e-07,False,False,3.171580437236199e-07,1.5647595894563437e-06
1336,svb,0.01,0.1,0.03,0.5,0.0005,-2.807243585454394e-07,False,False,2.814445678803179e-07,False,False,-1.7340462501666543e-08,1.570485125723664e-06
1336,svb,0.01,0.1,0.03,0.5,0.00025,-2.804563538159194e-07,False,False,2.8791462448191085e-07,False,False,-2.02442941212716e-08,1.570208067791512e-06
1337,svb,0.01,0.1,0.03,0.75,0.0005,-5.77094922266097e-07,False,False,2.677079966248441e-07,False,False,8.350892469095872e-07,2.798163179273949e-06
1337,svb,0.01,0.1,0.03,0.75,0.00025,-5.310466747732168e-07,False,False,2.4876175837990067e-07,False,False,6.963612403827757e-07,2.981629233067551e-06
1375,svb,0.01,1.0,0.1,0.5,0.0005,-6.815873056925659e-09,False,False,1.9419984807755863e-08,False,False,-9.306179663687297e-09,2.593088854752068e-07
1375,svb,0.01,1.0,0.1,0.5,0.00025,-6.041713931578818e-08,False,False,2.663227259488976e-07,False,False,-9.602997636318222e-08,5.310319838303101e-07
1386,svb,0.01,3.0,0.01,0.25,0.0005,4.062054836505985e-08,False,False,-4.924356042587674e-07,False,False,2.4178832088838503e-07,4.433065272993475e-07
1386,svb,0.01,3.0,0.01,0.25,0.00025,3.554641586200197e-08,False,False,-4.1659499180196624e-07,False,False,2.107479432867862e-07,5.618107953159202e-07
1387,svb,0.01,3.0,0.01,0.5,0.0005,-6.357111114602132e-08,False,False,8.452147111683017e-07,False,False,-3.357911201162106e-07,5.674898506669024e-07
1387,svb,0.01,3.0,0.01,0.5,0.00025,-4.420286780354443e-08,False,False,6.104358836779566e-07,False,False,-2.3155472926410237e-07,6.082162631315668e-07
1388,svb,0.01,3.0,0.01,0.75,0.0005,-1.0210025071059892e-08,False,False,-1.805984294498894e-07,False,False,1.3107391768664434e-07,3.5538827103387405e-07
1388,svb,0.01,3.0,0.01,0.75,0.00025,3.731637640991964e-08,False,False,-8.524946716490997e-07,False,False,4.1969443095347947e-07,7.041627998471967e-07
1392,svb,0.01,3.0,0.1,0.25,0.0005,1.2244787473986857e-07,False,False,-2.8675628977944956e-07,False,False,1.3964791640078134e-07,4.433065272993475e-07
1392,svb,0.01,3.0,0.1,0.25,0.00025,1.0084646679970471e-07,False,False,-2.1564077630140122e-07,False,False,1.0681807211324057e-07,5.618107953159202e-07
1397,svb,0.01,3.0,0.3,0.75,0.0005,-4.5986696806457616e-08,False,False,1.9755170388435772e-07,False,False,-5.630563181258097e-07,3.005681080692213e-07
1397,svb,0.01,3.0,0.3,0.75,0.00025,-7.674867887920434e-08,False,False,3.9352513425683355e-07,False,False,-7.754440592977474e-07,4.30870398804295e-07
1401,svb,0.01,3.0,3.0,0.25,0.0005,8.418533303453102e-08,False,False,4.798426114227539e-07,False,False,-1.124318960585291e-06,4.433065272993475e-07
1401,svb,0.01,3.0,3.0,0.25,0.00025,8.032090037177197e-08,False,False,4.509597659740905e-07,False,False,-1.205218498875893e-06,5.618107953159202e-07
1402,svb,0.01,3.0,3.0,0.5,0.0005,-9.686873977607369e-08,False,False,9.044601747554282e-07,False,False,-1.2596806521630866e-06,5.674898506669024e-07
1402,svb,0.01,3.0,3.0,0.5,0.00025,-1.0624429111136258e-07,False,False,9.582492608295468e-07,False,False,-1.777784683618111e-06,6.082162631315668e-07
1403,svb,0.01,3.0,3.0,0.75,0.0005,-2.9732672646859415e-08,False,False,4.483000228816536e-07,False,False,-4.907129333583948e-06,3.005681080692213e-07
1403,svb,0.01,3.0,3.0,0.75,0.00025,-3.8884104148345644e-08,False,False,4.810513982711484e-07,False,False,-5.575617776851227e-06,4.30870398804295e-07
1836,svb,3.0,0.01,0.01,0.25,0.0005,-4.569961542522094e-08,False,False,-3.5686323229811023e-08,False,False,4.6453890734099446e-08,4.715017606349292e-07
1836,svb,3.0,0.01,0.01,0.25,0.00025,-1.0109996662066578e-07,False,False,-4.566909694858623e-08,False,False,6.053626067092921e-08,8.737139326475685e-07
1837,svb,3.0,0.01,0.01,0.5,0.0005,1.7757492765113625e-07,False,False,-7.789138090075198e-08,False,False,-1.4038062690069353e-07,6.298742148969083e-07
1837,svb,3.0,0.01,0.01,0.5,0.00025,1.6945937608703332e-07,False,False,-7.637551036054901e-08,False,False,-1.2649456548885496e-07,6.896408043521873e-07
1838,svb,3.0,0.01,0.01,0.75,0.0005,1.8339759333407812e-07,False,False,-9.049805083094498e-08,False,False,-1.9645522675304505e-07,5.541059071578758e-07
1838,svb,3.0,0.01,0.01,0.75,0.00025,1.0787091953012862e-07,False,False,-4.15140655185553e-08,False,False,-1.5650483264906256e-07,6.847913531088379e-07
1851,svb,3.0,0.01,3.0,0.25,0.0005,-2.8927820272528493e-07,False,False,2.7890090237292497e-09,False,False,-1.220628275566682e-06,4.267655620004973e-07
1851,svb,3.0,0.01,3.0,0.25,0.00025,-5.643607914329607e-07,False,False,9.265577372019607e-08,False,False,-1.406446505702874e-06,8.424351902736049e-07
1852,svb,3.0,0.01,3.0,0.5,0.0005,-2.1394043270284158e-07,False,False,-1.4756514810088106e-07,False,False,-7.148303109438814e-07,2.587552102584212e-07
1852,svb,3.0,0.01,3.0,0.5,0.00025,-2.302351578276074e-07,False,False,-3.410017361815676e-07,False,False,-8.525590009522688e-07,3.2517838188805825e-07
1853,svb,3.0,0.01,3.0,0.75,0.0005,-1.1143082279119199e-07,False,False,-3.6394421165653057e-07,False,False,-3.508179036160186e-07,5.041171650815857e-07
1853,svb,3.0,0.01,3.0,0.75,0.00025,-2.0433498582050902e-07,False,False,-5.017707960242035e-07,False,False,-3.9110325822377945e-07,6.410618520330535e-07
1926,svb,3.0,3.0,0.01,0.25,0.0005,2.9731339834526693e-08,False,False,-3.582928407297459e-07,False,False,-4.886539073378771e-07,1.8343052354818923e-07
1926,svb,3.0,3.0,0.01,0.25,0.00025,4.1062053535156906e-08,False,False,-4.837999494355927e-07,False,False,-6.249804471725184e-07,2.729762544895209e-07
1927,svb,3.0,3.0,0.01,0.5,0.0005,-1.4578293017208921e-08,False,False,-1.2086514544762395e-07,False,False,2.7292502258191575e-07,1.418274587772217e-07
1927,svb,3.0,3.0,0.01,0.5,0.00025,-5.5539620014144475e-08,False,False,-1.9833832354265724e-09,False,False,2.8563627507693923e-07,1.7730448531594334e-07
1928,svb,3.0,3.0,0.01,0.75,0.0005,-4.6312598644959735e-08,False,False,-4.973347511594284e-08,False,False,2.3854982877935527e-08,2.0668933509160325e-07
1928,svb,3.0,3.0,0.01,0.75,0.00025,-6.503679750302638e-08,False,False,-6.664531593258971e-08,False,False,2.988176506235618e-08,2.5839853834419557e-07
1941,svb,3.0,3.0,3.0,0.25,0.0005,-7.592251760613067e-08,False,False,4.474551218436318e-08,False,False,-1.107876330674884e-07,6.037913245771076e-08
1941,svb,3.0,3.0,3.0,0.25,0.00025,-1.1199412108808815e-07,False,False,3.9627447101509006e-08,False,False,-1.0600653088665979e-07,9.46366212062344e-08
1942,svb,3.0,3.0,3.0,0.5,0.0005,-8.067813372925059e-08,False,False,3.4397213077852484e-08,False,False,-4.819172612080536e-07,6.592856827136728e-08
1942,svb,3.0,3.0,3.0,0.5,0.00025,-1.2808596405733397e-07,False,False,9.543881418494493e-08,False,False,-5.724517788685546e-07,1.2754467704212402e-07
1943,svb,3.0,3.0,3.0,0.75,0.0005,-1.2717110475790605e-07,False,False,-1.4904846779018044e-07,False,False,-8.188829725419566e-07,7.619405117953448e-08
1943,svb,3.0,3.0,3.0,0.75,0.00025,-1.1107124797682388e-07,False,False,-3.4730116116321597e-07,False,False,-9.096614239645362e-07,1.3013131594519223e-07
