Distance_(microns),svbint,krint,svb,mlptint,eve-en,cad,kr,mlpt,gt
148,678.8853503,598.3949045,847.8789809,181.9490446,492.7006369,152.2675159,1235.757962,136.4267516,291.4968153
149,677.8598726,542.611465,858.5350318,180.8980892,489.8280255,153.8025478,1285.031847,137.1273885,288.4203822
150,704.9935897,503.9615385,880.2307692,179.6474359,478.3269231,152.4166667,1287.75,137.8910256,288.7692308
151,737.8397436,472.8653846,903.9487179,176.8589744,470.6410256,152.0064103,1280.5,136.0448718,290.7820513
152,766.3312102,427.9872611,920.7643312,173.0191083,469.0700637,152.2675159,1256.095541,134.343949,287.7643312
153,803.5897436,425.4551282,942.9679487,174.2692308,467.9615385,153.5705128,1242.371795,133.4679487,282.2115385
154,832.3630573,438.4649682,937.0955414,174.6624204,467.1847134,154.2420382,1234.980892,135.4140127,284.5286624
155,861.2165605,467.1783439,919.5350318,173.1910828,467.0063694,154.4012739,1253.050955,139.2929936,286.8980892
156,875.8797468,493.2151899,894.5379747,170.7278481,462.3481013,152.1265823,1259.778481,138.8734177,282.3924051
157,828.0696203,499.2405063,886.0506329,170.2974684,470.664557,152.6329114,1283.816456,138.2025316,285.7531646
158,711.0251572,467.4402516,874,169.7358491,477.8867925,154.1006289,1320.09434,137.3773585,290.6289308
159,620.675,405.94375,873.25625,169.95625,481.65625,154.225,1362.425,136.63125,289.15625
160,597.7044025,345.7987421,875.6226415,171.7358491,481.163522,155.5597484,1372.553459,137.8238994,290.2704403
161,614.225,310.36875,865.2375,171.35,477.58125,155.4125,1348.26875,138.28125,284.7875
162,672.3625,320.45,867.28125,172.91875,483.675,155.44375,1372.05,141.1125,282.16875
163,727.5900621,375.3913043,860,175.0559006,492.9503106,154.7639752,1433.347826,143.6645963,281.9440994
164,747.7763975,455.1925466,864.1242236,175.689441,505.515528,155.5279503,1505.006211,144.4347826,280.826087
165,743.0802469,525.7469136,877.8950617,176.1790123,517.2777778,156.7345679,1553.345679,142.9135802,282.9135802
166,729.621118,553.5465839,881.621118,175.3602484,528.4658385,156.8944099,1580.10559,139.6708075,286.6459627
167,691.6521739,549.9068323,887.3416149,173.0621118,539.621118,157.4285714,1613.329193,137.4409938,286.7204969
168,679.01875,549.75625,900.6289308,174.4654088,561.0503145,160.1761006,1651.8,138.6415094,287.7295597
169,722.9622642,561.7672956,891.6037736,173.6666667,575.0314465,162.8301887,1661.591195,141.6855346,286.1132075
170,771.8993711,565.3207547,884.4591195,175.7987421,582.6415094,164.7169811,1634.113208,145.3018868,282.1949686
171,802.8924051,583.7721519,889.6329114,181.0316456,590.0379747,164.8164557,1637.43038,147.7974684,281.0316456
172,783.4493671,610.7848101,897.9177215,182.4240506,597.4493671,164.0822785,1670.170886,149.8607595,283.0759494
173,758.3018868,613.572327,893.3522013,183.3584906,606.245283,164.3584906,1689.849057,148.8490566,284.3836478
174,770.7721519,583.278481,877.1392405,185.0379747,610.3860759,167.5822785,1684.56962,148.1962025,288.7341772
175,774.0696203,539.7911392,857.4556962,183.4746835,604.1835443,171.1455696,1705.158228,148.3037975,288.0506329
176,738.8227848,515.4050633,851.0822785,179.943038,603.664557,171.4683544,1752.297468,148.1075949,284.6518987
177,701.8598726,530.5031847,857.9681529,178.566879,613.4522293,167.9235669,1775.070064,151.7388535,284.866242
178,684.1783439,566.5923567,857.1210191,180.3757962,617.7961783,163.611465,1791.573248,153.2675159,283.9681529
179,687.3057325,592.7197452,853.5095541,182.6751592,612.1656051,163.0764331,1848.834395,150.4140127,280.8216561
180,699.9299363,630.5477707,858.8152866,182.8853503,600.4140127,164.8343949,1910.853503,147.910828,279.1847134
181,710.943038,690.1708861,862.5506329,181.3797468,586.6265823,165.1772152,1957.329114,149.556962,276.721519
182,704.4936709,716.5,857.9746835,180.5253165,574.9810127,162.056962,1989.424051,149.4303797,276.5822785
183,713.566879,685.0573248,861.6178344,182.8853503,569.7197452,158.3375796,1982.808917,146.8152866,280.8598726
184,730.2278481,642.164557,858.0316456,183.0253165,560.0632911,153.8544304,1945.594937,141.4303797,283.8164557
185,743.5732484,668.433121,854.4203822,181.3630573,548.9936306,151.7579618,2005.286624,140.2420382,288.0636943
186,741.0192308,732.2115385,849.1538462,177.9423077,537.8397436,151.3269231,2072.435897,140.9358974,288.4423077
187,748.7643312,768.2802548,845.1910828,174.343949,537.6242038,151.0700637,2148.248408,140.6050955,286.6815287
188,788.8653846,759.8525641,851.6217949,173.8782051,548.5192308,153.3974359,2222.814103,140.4935897,288.3076923
189,790.283871,730.116129,852.1032258,174.1419355,553.6064516,157.6451613,2216.903226,136.5096774,290.9870968
190,737.5448718,738.974359,841.2179487,173.6709677,550.224359,158.2371795,2164.237179,134.775641,290.3589744
191,706.9032258,773.4064516,836.7548387,172.1225806,554.516129,155.9612903,2203.825806,135.9741935,288.4258065
192,695.2792208,764.6103896,824.5584416,170.7792208,553.9220779,155.4480519,2261.207792,136.0584416,284.6168831
193,660.1354839,697.8051948,815.5454545,168.3896104,531.4451613,156.1883117,2265.058442,137.8636364,286.525974
194,630.6233766,609.487013,821.8896104,167.474026,513.1493506,155.6558442,2207.662338,142.7922078,284.6038961
195,595,549.3986928,833.9150327,167.3921569,504.9477124,155.1633987,2126.457516,144.0849673,278.5424837
196,573.2763158,530.2960526,845.1381579,167.6842105,511.5921053,157.5789474,2141.263158,141.5131579,280.9210526
197,563.5228758,526.7058824,850.496732,165.372549,513.8823529,159.503268,2140.960784,139.869281,284.1699346
198,569.0457516,562.9607843,865.6993464,164.7254902,514.5816993,160.6143791,2204.320261,137.3660131,281.3006536
199,571.0065359,633.372549,874.3071895,165.5490196,512.751634,158.5163399,2231.555556,136.1764706,276.254902
200,579.7058824,708.8954248,869.1764706,168.0784314,508.6666667,157.0653595,2226.418301,136.3921569,278.6601307
201,579.6103896,783.538961,849.1038961,170.025974,496.5714286,155.0649351,2208.798701,138.0519481,283.8571429
202,589.2875817,820.496732,845.7254902,173.5686275,500.7581699,158.372549,2253.496732,142.5490196,294.9281046
203,607.7922078,764.4675325,849.7597403,174.5454545,510.538961,159.3571429,2354.350649,139.512987,293.6623377
204,623.6064516,647.4193548,860.3806452,175.0258065,517.7483871,157.6064516,2376.232258,137.5419355,287.4129032
205,638.5,602.4350649,873.974026,176.1103896,520.5584416,159.9935065,2316.012987,139.3701299,285.6428571
206,669.6688312,654.2402597,875.4675325,175.7987013,516.5194805,162.2272727,2328.941558,140.3896104,282.7792208
207,694.4379085,724.7254902,866.1960784,175.7973856,510.9084967,161.2287582,2414.078431,139.9346405,285.4771242
208,716.4350649,759.987013,854.3116883,175.8896104,505.987013,160.7792208,2441.337662,137.6688312,286.7337662
209,798.0909091,793.4480519,857.7857143,176.4285714,508.3766234,157.9350649,2388.402597,136.8051948,288.2337662
210,912.7039474,785.5921053,868.0263158,176.8026316,509.0131579,158.0723684,2354.111842,136.8881579,296.7039474
211,954.4078947,723.7302632,859.5197368,174.9342105,501.8092105,156.8881579,2346.723684,137.9934211,297.9210526
212,888.9536424,690.2781457,840.4834437,173.1192053,496.192053,153.2450331,2343.317881,140.0066225,298.2384106
213,766.6622517,690.9072848,828.0728477,172.384106,500.8278146,152.589404,2359.066225,139.9933775,296.2715232
214,643.1437908,656.1830065,816.5163399,171.1633987,500.8039216,152.124183,2318.294118,137.9738562,293.3398693
215,582.4635762,607.4437086,817.9735099,173.0397351,500,154.0198675,2296.523179,140.9536424,293.807947
216,561.2781457,549.8807947,812.3774834,172.5695364,486.7417219,149.794702,2257.675497,141.1788079,280.4701987
217,574.602649,521.4900662,811.9668874,172.1125828,486.2582781,149.6953642,2259.264901,139.3907285,282.7483444
218,634.8476821,536.9536424,809.4900662,171.5496689,482.6556291,150.3112583,2199.900662,136.7615894,283.9536424
219,697.0596026,539.0529801,807.4039735,171.9337748,487.6754967,151.410596,2170.119205,137.9801325,290.7682119
220,676.2251656,524.4039735,801.4834437,170.8066667,475.1788079,150.1933333,2192.715232,142.2866667,288.2450331
221,613.0266667,552.56,806.6733333,170.1333333,467.4333333,150.1266667,2267.2,148.3333333,295.0066667
222,596.9731544,589.3422819,808.7516779,172.3691275,468.3221477,153.885906,2317.395973,148.9597315,302.0402685
223,614.0671141,587.261745,808.0469799,173.2818792,466.147651,157.5369128,2338.281879,142.6711409,298.1006711
224,624.557047,586.5771812,811.8926174,174.2885906,478.3288591,159.6644295,2377.483221,138.9597315,303.8053691
225,641.5,652.2837838,803.9189189,173.4662162,484.6216216,155.5945946,2407.831081,138.2094595,298.6283784
226,612.7162162,729.4864865,801.0608108,174.6418919,485.7297297,152.2567568,2405.939189,139.9864865,303.0878378
227,580.9530201,755.114094,805.8120805,177.033557,483.1208054,154.6308725,2368.66443,142.7114094,310.8993289
228,586.8933333,721.9733333,804.9466667,176.8866667,474.0533333,158.38,2348.18,141.2,301.62
229,634.2933333,717.04,810.6333333,177.6333333,479.8533333,160.4266667,2407.286667,140.0266667,294.1
230,672.6688742,659.4039735,817.4437086,176.6622517,483.1986755,154.6821192,2440.317881,137.5761589,288.2847682
231,718.6887417,612.3774834,836.397351,176.4304636,490.4304636,152.8013245,2465.476821,137.3576159,295.0066225
232,693.025974,642.6233766,836.0844156,173.4480519,494.2142857,152.6883117,2423.5,136.5194805,295.538961
233,664.1558442,683.0584416,829.1623377,173,508.8181818,154.6558442,2424.045455,137.1493506,289.1493506
234,626.3870968,731.8064516,815.716129,173.283871,523.3741935,153.6903226,2488.935484,140.4516129,292.8903226
235,612.3483871,778.1354839,812.5354839,172.7032258,530.2903226,152.0322581,2559.232258,144.4580645,295.2258065
236,623.3141026,736.1923077,827.9487179,172.8589744,538.3076923,150.8461538,2559.237179,147.8974359,293.4102564
237,653.25,661.9294872,861.7051282,176.8333333,544.5,152.0512821,2518.589744,150.4487179,296.3333333
238,694.9358974,678.6410256,887.7371795,178.8974359,533,152.6474359,2486.442308,150.6217949,298.9358974
239,734.7435897,740.7692308,899.7692308,178.9423077,524.5,152.8012821,2530.237179,151.9807692,298.6730769
240,745.2911392,785.6139241,890.3417722,178.4556962,524.0316456,151.8734177,2552.424051,150.4240506,290.3670886
241,749.556962,799.721519,876.1962025,178.5063291,532.9620253,152.8924051,2544.012658,146.9810127,289.6139241
242,741.8481013,726.056962,844.5189873,178.8797468,528.6962025,154.8544304,2515.955696,143.3101266,288.7848101
243,723,632.2111801,815.15,179.6,512.7950311,157.29375,2454.049689,142.85,285.5375
244,698.0559006,645.2484472,824.8695652,180.8447205,512.0186335,158.6335404,2422.186335,143.310559,286.9565217
245,639.136646,661.8509317,862.4658385,179.5900621,524.7204969,157.4782609,2444.055901,143.931677,293.3291925
246,581.4814815,625.345679,873.1049383,175.7160494,548.4259259,157.8024691,2492.919753,145.2345679,299.2160494
247,582.0613497,577.5214724,853.8773006,173.0245399,571.993865,159.7607362,2533.760736,147.8957055,303.0122699
248,616.4424242,553.5636364,831.4121212,173.5636364,585.0787879,160.4,2601.339394,149.7515152,307.8848485
249,656.9036145,543.0481928,832.0421687,174.3433735,578.5481928,159.439759,2656.76506,147.2168675,310.2289157
250,695.4730539,536.6706587,848.5568862,176.0479042,563.1736527,160.0239521,2688.694611,148.8982036,310.3353293
251,705.2426036,532.5266272,852.3491124,176.0414201,554.5266272,160.591716,2687.757396,151.5739645,311.6508876
252,681.5705882,548.6705882,858.0058824,175.8588235,553.6058824,159.9529412,2634.447059,152.3294118,309.9882353
253,653.4235294,612.1823529,870.5235294,174.2176471,557.4117647,159.6823529,2594.488235,150.6470588,307.7529412
254,614.2151163,692.5406977,883.5174419,172.5,565.2034884,159,2553.883721,150.505814,302.6860465
255,606.6127168,720.6300578,913.6820809,176.9190751,580.566474,160.9248555,2517.404624,150.8208092,300.2138728
