Distance_(microns),svbint,krint,svb,mlptint,eve-en,cad,kr,mlpt,gt
0,242.55172413793105,347.9310344827586,331.2068965517241,467.17241379310343,171.13793103448276,222.24137931034483,200.17241379310346,787.6896551724138,475.41379310344826
1,261.43243243243245,354.2972972972973,333.1621621621622,501.7567567567568,172.45945945945945,226.72972972972974,204.8108108108108,824.5675675675676,534.7837837837837
2,258.2,352.06666666666666,365.3777777777778,509.97777777777776,170.8,225.73333333333332,206.62222222222223,765.6,536.4
3,245.70422535211267,341.5633802816901,400.28169014084506,424.40845070422534,202.22535211267606,219.28169014084506,214.56338028169014,785.0704225352113,573.169014084507
4,257.34065934065933,351.53846153846155,390.1978021978022,404.3296703296703,196.04395604395606,238.23076923076923,217.06593406593407,850.8351648351648,572.7802197802198
5,252.91666666666666,353.09375,365.78125,381.0416666666667,195.89583333333334,246.9375,219.01041666666666,863.0,580.1041666666666
6,259.6601941747573,364.3883495145631,361.5339805825243,354.126213592233,200.41747572815535,259.80582524271847,218.20388349514562,865.5631067961165,586.4466019417475
7,264.24074074074076,364.50925925925924,361.1759259259259,361.81481481481484,207.10185185185185,261.27777777777777,222.0462962962963,830.3425925925926,596.0648148148148
8,262.91379310344826,362.5689655172414,358.9741379310345,379.2155172413793,212.3448275862069,255.6206896551724,223.31034482758622,806.3534482758621,606.1120689655172
9,264.1869918699187,357.6829268292683,359.7560975609756,381.650406504065,220.71544715447155,264.3170731707317,223.5121951219512,811.9186991869918,612.2764227642276
10,266.9140625,356.8359375,360.2109375,384.265625,226.578125,275.5625,221.546875,803.9140625,625.7734375
11,266.08396946564886,359.80152671755724,349.587786259542,394.51145038167937,227.93129770992365,280.3435114503817,215.80152671755727,790.5038167938932,630.2137404580153
12,270.43703703703704,359.7851851851852,348.14074074074074,393.22962962962964,230.45185185185184,286.46666666666664,215.61481481481482,759.9629629629629,639.3555555555556
13,282.9710144927536,352.5144927536232,370.1014492753623,385.15942028985506,234.31884057971016,301.1231884057971,212.79710144927537,732.3188405797101,656.1159420289855
