Distance_(microns),eve,en,mlpt,hb,kr,gt,svb,cad,runt,odd
109,644.5318471,119.4267516,145.2229299,1427.273885,127.1656051,640.0573248,334.522293,159.6656051,742.2006369,441.8184713
110,633.7968254,117.7428571,144.3746032,1426.901587,126.2412698,608.1555556,332.9619048,161.0222222,744.2984127,464.8730159
111,624.3512658,116.2468354,144.25,1434.389241,124.2689873,588.4082278,330.0949367,163.7563291,747.5949367,496.7816456
112,612.3987342,116.2310127,145.1898734,1450.5,123.7943038,573.6107595,329.6835443,167.4841772,753.3037975,522.7943038
113,578.75,119.8512658,145.7531646,1468.743671,122.778481,559.2373418,332.6740506,169.7025316,756.2911392,532.9525316
114,522.2933754,122.3943218,145.5615142,1478.29653,120.977918,550.0031546,333.8769716,171.7697161,748.0410095,529.7665615
115,491.2915361,123.0062696,144.5454545,1497.297806,122.1630094,553.9749216,334.6739812,176.1504702,735.2789969,527.1253918
116,480.7,119.0375,144.165625,1522.859375,124.584375,555.50625,340.534375,180.65625,723.484375,528.15625
117,480.5849057,118.1415094,145.572327,1530.059748,127.3144654,553.6100629,350.1477987,185.6698113,711.6446541,536.0440252
118,461.3103448,118.2507837,145.8244514,1519.263323,130.6865204,542.3761755,353.0219436,190.9028213,691.3416928,546.8683386
119,431.4043887,117.9028213,145.8965517,1522.341693,133.1567398,525.0532915,356.7210031,197.3479624,671.9373041,558.5956113
120,402.2413793,117.7641509,145.6708464,1531.169279,133.0597484,510.5736677,362.5987461,205.7241379,658.8025078,571.137931
121,376.5548589,117.2789969,146.1410658,1542.30094,132.2382445,506.3761755,364.9122257,214.6583072,658.9373041,593.0909091
122,364.740625,114.9875,146.75,1538.35,131.825,496.021875,358.775,215.5625,658.4875,608.709375
123,358.65625,114.1625,147.646875,1543.353125,130.74375,482.128125,353.009375,214.159375,657.140625,616.921875
124,346.8691589,110.834891,147.5389408,1565.327103,130.2772586,475.5327103,349.7507788,213.3146417,648.9065421,619.9221184
125,332.3913043,109.5652174,147.2888199,1596.099379,129.2795031,469.6521739,348.3229814,212.7111801,634.6583851,616.9409938
126,322.25387,109.4829721,147.5541796,1622.52322,127.4210526,459.6625387,347.6315789,213.2600619,615.6006192,609.8266254
127,330.7368421,110.1733746,147.5541796,1622.049536,125.9226006,455.1486068,345.3281734,215.8235294,591.0990712,608.3188854
128,333.2438272,110.6975309,146.712963,1597.277778,125.7746914,458.5925926,342.4135802,221.8333333,567.654321,600.9537037
129,336.5123457,109.3117284,147.132716,1585.759259,126.5555556,473.2962963,343.3055556,232.7314815,563.2746914,586.9660494
130,342.0743034,108.2631579,148.7708978,1599.876161,127.2043344,482.244582,346.9256966,243.7616099,577.0154799,575.7616099
131,336.4461538,108.1230769,150.5323077,1623.612308,128.8030769,476.2307692,349.3753846,250.0246154,589.3169231,564.2892308
132,351.0738462,108.9661538,152.2523077,1665.646154,132.5107692,464.8,351.0092308,254.5846154,597.8,549.1876923
133,359.2314815,109.2283951,152.8580247,1715.916667,136.6481481,457.1141975,353.3333333,259.2901235,605.3333333,538.6450617
134,366.787037,109.0030864,153.0216049,1756.033951,139.1944444,452.3240741,359.8425926,262.7283951,608.5185185,539.117284
135,383.9444444,106.3703704,154.4567901,1758.697531,141.0339506,455.8271605,372.058642,261.632716,600.1080247,538.2098765
136,406.367284,106.5,157.2469136,1729.592593,142.6512346,461.2098765,384.3703704,259.367284,582.4382716,523.3179012
137,412.7415385,106.1323077,158.9138462,1693.956923,145.1661538,458.4,389.0892308,261.7507692,565.9476923,496.2092308
138,436.9386503,105.0306748,157.9141104,1658.871166,147.7791411,449.9171779,388.5214724,266.791411,553.6503067,474.809816
139,463.2615385,105.9630769,157.1384615,1620.307692,149.2430769,440.2369231,390.2461538,269.7507692,543.0030769,467.7569231
140,469.4815951,106.5920245,157.2239264,1582.674847,148.3159509,428.9969325,391.1319018,270.6595092,525.8527607,465.9723926
141,476.820122,105.1402439,157.4573171,1560.753049,146.2073171,419.7743902,394.2957317,272.3414634,506.1493902,463.7560976
142,486.7,106.3939394,158.0939394,1536.178788,143.4666667,418.5090909,400.1151515,274.2757576,492.3545455,457.3030303
143,499.5606061,106.1121212,159.8666667,1508.8,143.9181818,428.8333333,405.9939394,279.9727273,493.669697,450.4606061
144,522.9146341,105.6585366,160.9359756,1470.570122,145.4390244,432.8871951,411.7012195,288.5304878,502.8384146,441.9359756
145,542.100304,107.5683891,160.5349544,1428.477204,145.4650456,430.3525836,413.5927052,299.0851064,504.887538,429.1732523
146,564.1519757,109.4802432,160.8145897,1414.495441,147.3069909,428.2735562,416.9878419,316.2401216,504.7841945,417.5227964
147,580.7073171,109.4573171,161.7073171,1426.570122,151.4756098,426.1981707,418.222561,334.4908537,502.2378049,404.1585366
148,590.6869301,106.881459,161.4650456,1441.778116,156.8115502,420.3799392,423.1762918,342.3191489,492.212766,389.1489362
149,622.3689024,104.7987805,162.0853659,1463.817073,163.2286585,408.0335366,438.902439,336.320122,481.6585366,383.2652439
150,661.6219512,106.7957317,163.4542683,1470.987805,165.5152439,394.2378049,448.5213415,333.0091463,469.1097561,384.6890244
151,693.6838906,109.4589666,164.4194529,1453.139818,165.5319149,382.9090909,452.0909091,333.3221884,457.5775076,385.9515152
152,715.5606061,109.4939394,165.1636364,1444.366667,167.4,373.5363636,452.0424242,334.830303,446.4727273,388.9575758
153,738.4848485,106.9818182,165.1515152,1464.142424,171.6272727,363.6484848,450.3272727,337.430303,433.7363636,389.0393939
154,767.5848485,105.5,163.1545455,1483.760606,174.7151515,357.669697,456.4515152,336.1727273,420.2545455,383.3272727
155,783.0513595,104.6767372,161.6797583,1484.441088,178.4410876,354.3323263,461.8549849,335.5468278,417.2265861,379.5679758
156,827.873494,104.3253012,161.8343373,1491.144578,182.4036145,351.6325301,463.2771084,341.5301205,420.5481928,386.6596386
157,883.9246988,105.7018072,163.0993976,1503.506024,185.1204819,348.1325301,470.7198795,350.5572289,423.1475904,404.6355422
158,922.4337349,107.3975904,164.0090361,1511.789157,187.5662651,337.5391566,483.123494,355.060241,420.1506024,417.0873494
159,976.8308157,109.0453172,165.6193353,1530.480363,192.0906344,326.0090634,491.9577039,358.3897281,418.5800604,420.9335347
160,1041.009036,109.0361446,165.5512048,1534.024096,195.7228916,309.4668675,487.9427711,363.1355422,412.060241,414.8192771
161,1097.570997,107.4531722,165.8277946,1519.41994,200.9879154,296.9003021,484.5770393,365.4138973,405.4048338,408.4743202
162,1157.915408,106.5649547,164.8912387,1469.574018,206.7371601,290.2537764,477.4803625,357.2537764,395.7129909,399.8006042
163,1195.888218,108.2839879,165.2296073,1416.903323,214.1359517,291.3716012,475.1963746,349.7311178,388.7915408,394.5981873
164,1195.093656,110.0241692,165.3957704,1372.861027,223.9123867,299.4712991,478.5196375,348.5166163,378.5528701,387.244713
165,1211.713855,110.0331325,164.503012,1344.86747,232.2951807,299.0963855,486.496988,349.3825301,362.8825301,371.0120482
166,1211.321321,108.1861862,163.4534535,1334.633634,240.3153153,295.6486486,490.4024024,347.5735736,348.042042,351.3843844
167,1215.801205,108.2319277,164.1777108,1329.433735,249.0692771,285.5753012,496.0813253,354.5391566,344.0361446,339.5783133
168,1246.60961,108.7627628,164.2192192,1301.843844,256.6216216,274.1891892,499.2102102,366.2192192,342.7237237,332.9189189
169,1266.432432,109.036036,163.6066066,1282.648649,266.5285285,267.009009,502.8438438,374.1651652,343.4144144,337.7687688
170,1244.468468,107.9189189,162.2192192,1273.990991,276.9219219,256.9369369,507.1021021,377.957958,338.7567568,347.015015
171,1235.783133,106.9608434,162.0662651,1286.439759,290.3313253,244.4759036,517.3283133,385.0722892,335.5662651,353.2620482
172,1237.141566,106.7439759,161.6084337,1289.864458,307.6777108,236.4006024,521.4638554,392.7289157,328.75,352.3644578
173,1250.318318,109.3333333,160.5795796,1276.858859,327.2192192,233.3543544,526.3183183,395.012012,318.3663664,351.5615616
174,1247.024096,109.8825301,160.2018072,1255.771084,340.8192771,230.7891566,539.8554217,388.563253,311.4156627,353.5753012
175,1233.909366,109.2567976,159.5770393,1242.504532,348.8851964,228.4652568,545.5287009,381.0271903,308.407855,355.489426
176,1238.389728,109.2175227,158.2477341,1241.957704,367.5740181,227.7854985,532.939577,383.7492447,302.673716,352.8670695
177,1245.864048,110.6283988,157.1661631,1239.915408,393.0453172,226.8610272,520.2356495,392.0181269,290.2839879,342.2024169
178,1264.611446,112.7078313,156.3313253,1210.75,413.7921687,228.7710843,519.0813253,385.8493976,276.0753012,327.0993976
179,1246.978852,113.9939577,157.3444109,1175.160121,432.9637462,231.4048338,531.7613293,381.510574,269.3232628,318.8096677
180,1225.791541,114.102719,157.6465257,1136.220544,456.7311178,234.8277946,533.1963746,381.7190332,264.429003,318.4320242
181,1194.921687,112.686747,157.2801205,1106.436747,478.4427711,237.2259036,524.9457831,380.7138554,257.6536145,315.0542169
182,1192.009036,111.6445783,157.3614458,1092.454819,497.7981928,235.0331325,524.5361446,374.1987952,252.2048193,306.246988
183,1178.1571,109.7885196,157.9848943,1081.199396,509.1963746,231.4622356,532.836858,370.0876133,252.570997,299.4018127
184,1168.02719,109.6404834,157.652568,1060.746224,515.8700906,226.9244713,533.4048338,368.5407855,258.4561934,294.244713
185,1159.592145,112.081571,156.6797583,1046.634441,521.4833837,222.7975831,526.4682779,372.3836858,264.0241692,287.5045317
186,1146.528701,112.7099698,155.9063444,1046.066465,534.3987915,215.673716,523.7009063,377.1540785,266.8821752,280.7643505
187,1146.203647,110.6595745,155.8389058,1053.957447,561.0455927,210.5227964,522.893617,385.449848,269.7902736,273.0151976
188,1126.215805,108.7659574,155.5075988,1045.419453,581.1519757,207.7446809,517.5319149,386.3009119,275.1945289,268.4984802
189,1122.537994,109.674772,156.1489362,1028.276596,588.4984802,208.8176292,511.9422492,384.6109422,283.9361702,271.6656535
190,1101.519757,112.112462,156.0972644,1002.854103,593.8237082,211.768997,508.1519757,379.6079027,294.0790274,276.5349544
191,1083.680851,113.3161094,155.4924012,975.2036474,597.8389058,215.656535,506.656535,372.1367781,302.7902736,273.0668693
192,1105.475758,110.8242424,154.7757576,960.4636364,601.1545455,219.4363636,505.3484848,368.5121212,309.7636364,258.8969697
193,1105.272727,111.7848485,154,962.0272727,612.5454545,224.8242424,506.0909091,370,320.0515152,247.9151515
194,1083.846386,112.6385542,152.4518072,952.3463855,626.2228916,228.9337349,507.4638554,363.6325301,327.5843373,240.560241
195,1061.833837,113.918429,153.2477341,943.5287009,648.2175227,226.7794562,513,355.2779456,337.5981873,238.1087613
196,1048.459215,112.4652568,153.0151057,940.8761329,663.0906344,221.7099698,517.8036254,350.858006,342.3836858,237.6858006
197,1033.593373,111.8975904,151.9849398,938.3253012,669.6807229,220.5421687,525.6114458,353.4337349,345.4548193,234.7771084
198,1005.924699,112.3313253,151.3614458,925.4036145,682.3283133,221.0572289,536.1295181,357.1084337,352.7891566,232.1927711
199,997.3433735,110.4698795,151.2590361,902.2018072,704.1716867,219.4849398,541.3975904,355.4728916,360.2951807,230.0240964
200,990.5435435,109.9369369,150.6906907,874.2612613,726.8618619,217.033033,540.4924925,352.1081081,376.4924925,233.1681682
201,997.4849398,112.6325301,151.1927711,851.2831325,751.1054217,213.5210843,547.2198795,354.4849398,397.6957831,241.4096386
202,984.4427711,113.3825301,152.8162651,831.0722892,768.2168675,209.936747,557.8343373,362.1174699,412.0090361,242.0180723
203,961.2801205,111.4849398,155.376506,819.4186747,780.4698795,207.5120482,571.0993976,374.2590361,430.4518072,237.746988
204,948.1295181,111.4698795,156.3975904,814.7710843,797.3704819,208.3915663,579.5331325,388.4337349,460.6385542,232.5542169
205,918.5825826,112.966967,156.6576577,804.8018018,818.1081081,209.3843844,581.8348348,394.6246246,497.6366366,223.7597598
206,918.7313433,112.3402985,156.2686567,797.9701493,834.4716418,210.1343284,586.4776119,395.1910448,537.3432836,214.4507463
207,919.5522388,111.7462687,156.2119403,805.3074627,853.6029851,212.0567164,597.9014925,398.6776119,576.9313433,209.6477612
208,903.3402985,113.3373134,158.158209,822.9522388,871.7880597,214.0029851,612.838806,403.6477612,609.8955224,209.4029851
209,864.2997033,114.0949555,158.9940653,823.1038576,887.4243323,213.8130564,618.2492582,403.0029674,633.8694362,209.8189911
210,843.884273,111.8724036,159.2551929,822.1454006,912.4302671,216.6498516,613.4302671,400.4183976,659.4302671,213.074184
211,836.4925373,110.8537313,159.1164179,819.4089552,938.2328358,218.2,607.6895522,394.8537313,686.7313433,217.7761194
212,801.6309524,109.7232143,159.0744048,803.7053571,955.8452381,214.2053571,602.6755952,389.0684524,704.9196429,218.2857143
213,801.2344214,109.0296736,159.9198813,781.2225519,952.9970326,213.0089021,605.6468843,388.8456973,725.0474777,218.0563798
214,827.2946429,108.0029762,159.9940476,770.6964286,948.4642857,210.8571429,618.9285714,391.6190476,754.6934524,218.2470238
215,815.1964286,108.422619,159.1875,754.5982143,951.5267857,207.7797619,625.4047619,393.9642857,783.6875,217.1130952
216,817.2589286,108.7321429,159.8571429,736.0059524,983.6755952,207.1011905,621.2232143,400.5267857,818.139881,214.4255952
217,821.0922619,109.1636905,159.5357143,725.8541667,1028.056548,206.9315476,607.3214286,402.5952381,858.3154762,211.9880952
218,814.8224852,110.8372781,158.0325444,726.8017751,1052.831361,206.8284024,592.4467456,398.8550296,882.0828402,212.9349112
219,803.1186944,109.6646884,158.4836795,727.6646884,1066.578635,211.3323442,590.9020772,401.0178042,892.6498516,219.3738872
220,783.2721893,107.0621302,158.6597633,718.4556213,1079.597633,218.6952663,593.5443787,401.6775148,887.1213018,229.2485207
221,772.9088235,107.3117647,157.9,716.3970588,1094.782353,226.0882353,594.5529412,394.7852941,879.1647059,240.7382353
222,789.8768328,108.1290323,157.8387097,715.7653959,1114.085044,227.9794721,602.3870968,386.2639296,893.228739,253.888563
223,799.9090909,108.8181818,157.744868,691.8592375,1126.093842,225.6803519,614.026393,377.0087977,922.6950147,268.8093842
224,787.5235294,109.2029412,158.3264706,667.3764706,1134.038235,224.2911765,627.7823529,370.3529412,955.7882353,286.2588235
225,791.2911765,109.0176471,158.8705882,649.0147059,1136.45,221.8117647,638.1,364.6970588,984.0794118,300.1323529
226,808.3225806,107.1554252,158.7331378,628.2697947,1130.821114,216.8064516,640.1055718,362.9354839,999.3343109,309.8445748
227,820.5457227,108.4247788,159.5044248,606.5693215,1129.159292,215.1474926,649.8938053,371.8820059,1010.707965,326.2743363
228,816.9352941,108.6117647,157.8470588,578.7588235,1128.344118,212.4676471,659.5323529,379.0470588,1008.861765,344.2588235
