gene,draw,local_SSE,global_check_SSE,improvement,retained_improvement,global_seed
mlpt,1,0.0158682436454946,0.015868243623113884,2.2380715336556278e-11,True,2026091410
mlpt,2,0.0303496508963308,0.03034965088498095,1.1349851614106399e-11,True,2026091411
