gene,draw,SSE,exceeds_observed,optimizer_success,successful_starts,retry,total_nfev,T,splice,decay,gain
svb,1,0.03206575025795753,False,True,2,False,33,0.20346662187034303,1.3660206703960804,1.0205107225463836,1.088861916024413
svb,2,0.04992238097316795,False,True,2,False,36,0.43914598915745995,0.9695117561054966,0.7617032973839105,1.1441981026957957
svb,3,0.064010380198628,False,True,2,False,25,0.005000000001366,1.256517378476715,0.8926328426193718,1.107318275404364
svb,4,0.0965520626346167,True,True,2,False,44,0.0811821985279195,1.3898472847987529,1.2086239725507424,1.1116670923160303
svb,5,0.0547754772558546,False,True,2,False,38,0.2641109044564478,1.3564292616242448,0.9396046833965934,1.0824962209770288
svb,6,0.0529220071824269,False,True,2,False,45,1.1118815031731355,1.2708827071406037,0.6820529024548214,1.0032850534240605
svb,7,0.0574842242012345,False,True,2,False,29,0.5028246087868992,1.2275986475395717,0.6627808569077704,1.0772984613438168
svb,8,0.0344604880351701,False,True,2,False,24,0.1557732328675694,1.2759667280468925,0.9708627360530868,1.076458187146787
svb,9,0.0337296341524106,False,True,2,False,33,0.4621893344424211,1.3806918546656397,0.8686550953224836,1.093905800065737
svb,10,0.0678770064299192,False,True,2,False,26,0.0149379934114817,1.3409228968727382,1.3839353970065331,1.1173781846604245
svb,11,0.0502410251233056,False,True,2,False,39,0.4746936413537791,1.2325555126256451,1.1746383938819065,1.1230367536365025
svb,12,0.0336877716521294,False,True,2,False,34,0.1438522285131963,1.1768714339858068,1.2187018417888011,1.1098832337001865
svb,13,0.0609032832116832,False,True,2,False,44,0.9563460346010024,1.4355620613839235,0.4069796640523289,0.9987602054313016
svb,14,0.0641859383502437,False,True,2,False,60,0.0341994168199495,1.4625883644999544,1.2344880346966138,1.1576922806129584
svb,15,0.0553486569841979,False,True,2,False,36,0.0117577397740822,1.2068376098877054,1.073837397928648,1.2024716364108916
svb,16,0.0410972959681435,False,True,2,False,27,0.0050000000002796,1.398406537682965,1.1839765196737544,1.1594085662099631
svb,17,0.0430693824018061,False,True,2,False,17,0.005,1.5719590576363291,1.201249009885866,1.1651720370846212
svb,18,0.0667526432921452,False,True,2,False,29,0.2431964574690939,1.296551149581793,0.6833457889526237,1.071597388240836
svb,19,0.0494509636832426,False,True,2,False,64,0.0050000000019523,1.5066649391881184,0.8704685526474184,1.1330307307551843
svb,20,0.0309086466678915,False,True,2,False,20,0.0050000000000546,1.156436651181871,1.267262711160951,1.1847534233897217
svb,21,0.0993309083022832,True,True,2,False,23,0.4220924195484951,1.3646525570199142,1.0635749524796787,1.1039207474423152
svb,22,0.0341574473217069,False,True,2,False,24,0.0050000451494866,1.3568541836663022,1.1909488668448394,1.133992526484083
svb,23,0.0314131534899931,False,True,2,False,52,1.2700298203652616,1.4454850332304607,0.3644465170065507,1.0826181361331284
svb,24,0.0404210153172445,False,True,2,False,41,0.0050000000011189,1.4884654370932624,1.0613754586078012,1.1484275550241323
svb,25,0.0330620139635688,False,True,2,False,24,0.3431656953473413,1.3433546309508075,1.0938513524204172,1.123985521654349
svb,26,0.0525564847768577,False,True,2,False,24,0.0142898591423974,1.2105989994663755,1.1694587625927249,1.219051536429955
svb,27,0.0302535880248214,False,True,2,False,17,0.0050000000066981,1.2612679136149767,0.8999700192791351,1.1636540318540138
svb,28,0.0605281073818971,False,True,2,False,28,0.0050000000123472,1.4123869396589182,0.9863823951848776,1.102471332460812
svb,29,0.0459492243980785,False,True,2,False,20,0.0050000000197704,1.2670138116775065,1.1408965254052317,1.195516946710972
svb,30,0.0420902965978165,False,True,2,False,24,0.0050000000073955,1.3489837591687506,1.01293956984971,1.0715257923580397
svb,31,0.0375962414981827,False,True,2,False,18,0.0050000344835017,1.3682730676569268,1.10863322147928,1.162318600738825
svb,32,0.0309844168590882,False,True,2,False,42,0.0536818660045552,1.5634960295836025,0.9943319538602324,1.0777676335495998
svb,33,0.0325804201647839,False,True,2,False,43,0.130892965070179,1.4155776136825362,1.2663422046645012,1.119715683672079
svb,34,0.0454839933427281,False,True,2,False,28,0.0702355053936287,1.4659802799934651,1.2357775768022787,1.149843108861971
svb,35,0.0485043492443832,False,True,2,False,22,0.005033611679707,1.3463762698903945,1.1420634194734856,1.144816028963784
svb,36,0.0516392627549437,False,True,2,False,66,0.0050000000000004,1.2633575871810343,0.9747751457750348,1.1459521272945992
svb,37,0.0387834377597007,False,True,2,False,32,0.0050000024308457,1.3131407861455795,1.2126406506961278,1.1632291320577464
svb,38,0.0483802649737115,False,True,2,False,26,0.1194838126609353,1.274815231211726,1.1928779169968315,1.1561219404591898
svb,39,0.0450406731284606,False,True,1,False,120,0.0050000000004158,1.6041123070930954,1.210096841041808,1.1107643194427632
svb,40,0.0379785094114332,False,True,2,False,19,0.243183725990065,1.1615822275560388,1.139675183471464,1.1176571758567004
svb,41,0.0440140646156601,False,True,2,False,44,0.0050000000000002,1.4282121888333994,1.1785001969325193,1.0711265947425193
svb,42,0.0499483174061403,False,True,2,False,23,0.0050000000001211,1.2456757736153257,1.0629836715995276,1.117965202046486
svb,43,0.0483273550914669,False,True,2,False,40,0.2880569536015628,1.6053049387128302,1.0324092915332803,1.061915525890426
svb,44,0.0253167090225944,False,True,2,False,23,0.2539928669896515,1.1007854708949332,0.961822781496744,1.1568718314581208
svb,45,0.1163094419273925,True,True,2,False,30,0.3540527220551513,1.2526000904211123,0.9460161249186602,1.092339624457772
svb,46,0.043536607395384,False,True,2,False,28,0.2259374087759006,1.4325153832531228,1.0455256853889694,1.176551141321054
svb,47,0.0332689917133007,False,True,2,False,45,0.084141130647175,1.1353525243381783,1.1050364039494154,1.0947678110778296
svb,48,0.0495138005114516,False,True,2,False,22,0.0050000000000208,1.3693616221886675,0.9621863780516802,1.0950856940402864
svb,49,0.0564941144073683,False,True,2,False,29,0.2572754838681697,1.2670331088200577,0.8756001644703046,1.1818281431668227
svb,50,0.0652621440504422,False,True,2,False,23,0.0050003839617246,1.3825172112347648,1.1614323640320856,1.1038530060672966
svb,51,0.0536521541478591,False,True,2,False,48,0.0050000000000004,1.4027899658582612,1.0061543503717996,1.086789455010179
svb,52,0.0466575512469586,False,True,2,False,23,0.281621931521462,1.128992557778405,1.0457555278445172,1.210706754364953
svb,53,0.0443136275907945,False,True,2,False,37,0.749433853587884,1.4036112641508762,0.715746865599433,1.0473880346527122
svb,54,0.053595688505965,False,True,2,False,36,1.0884782097694397,1.507581500512927,0.3984292924180712,0.9705208575215464
svb,55,0.0276520421022925,False,True,2,False,19,0.1007737116032246,1.5329354693044228,1.0365374075299132,1.0792536733681146
svb,56,0.0301442874714868,False,True,2,False,58,0.0050000000021646,1.3035299468430837,1.1933995183097308,1.1918129220965077
svb,57,0.0292629286949453,False,True,2,False,40,0.9670165430935372,1.496497680520467,0.4573940910813012,1.075274826719795
svb,58,0.0397968025621661,False,True,2,False,89,1.649458255686454,1.2160410363973038,0.0100000000004161,1.059489661898295
svb,59,0.0235995393644581,False,True,2,False,19,0.0050000000002995,1.326145904809282,1.2427143682585997,1.1203547265062013
svb,60,0.0760258069875593,True,True,2,False,17,0.005,1.4585173629860273,0.9816958019947456,1.0964493193973843
svb,61,0.0222182652026989,False,True,2,False,46,1.1398806851397671,1.4001019757523732,0.3498191113901636,1.101259409511525
svb,62,0.0447465977741785,False,True,2,False,24,0.0121380350289938,1.3460099143268471,1.018305356219298,1.07118969395414
svb,63,0.0326332013711482,False,True,2,False,35,0.1008402727743499,1.3557805312424316,1.3735319193463835,1.1490912357879193
svb,64,0.0492675116687343,False,True,2,False,20,0.1193871897145188,1.2656813242718628,0.8993173669118057,1.0635975556571642
svb,65,0.0331822545458961,False,True,2,False,33,0.9321718405625116,1.3337871001067336,0.4523959929448168,1.1037330539024062
svb,66,0.0530539239322258,False,True,2,False,37,0.3727662614467931,1.2036898433622896,0.978635062947814,1.0789744686441067
svb,67,0.0633427117443733,False,True,2,False,52,1.6861158655593458,1.27652961770934,0.032929197091926,1.034868515859568
svb,68,0.0484284729307318,False,True,2,False,22,0.0050000000000911,1.169909534749707,1.206927232273469,1.0805750210349507
svb,69,0.0630827212132505,False,True,2,False,22,0.2526865815279858,1.1694176222151562,1.1517955006425131,1.120794846190496
svb,70,0.0515441710805452,False,True,2,False,34,0.0273200722234677,1.282247740899275,0.9149083322229796,1.0706829471429151
svb,71,0.0359698889622791,False,True,2,False,29,0.0050000000000447,1.3661993646334745,1.033966338726639,1.172819859007523
svb,72,0.0606180489816609,False,True,2,False,23,0.0138771181551483,1.472046879464479,1.08666907513399,1.1440197992110717
svb,73,0.0410508265559393,False,True,2,False,35,0.1831957151832303,1.4791535023406808,0.9141835011787162,1.1016059801330778
svb,74,0.0482104303976071,False,True,2,False,73,0.0050000000000392,1.8849027684905624,0.9680815536606128,1.1455254949561542
svb,75,0.0508169730350055,False,True,2,False,35,0.0050000000000009,1.3475405869522463,0.97479160186098,1.0658918185256754
svb,76,0.0504310219794685,False,True,2,False,29,0.1359747653008408,1.1880585984698422,1.0532424210603464,1.1171348383888118
svb,77,0.0362556080327498,False,True,2,False,20,0.0746533301446372,1.155443757042665,1.0169109603887565,1.179488581794767
svb,78,0.0288195398830802,False,True,2,False,29,0.1635648822899747,1.281413061862674,0.9740446755449712,1.1408348198315907
svb,79,0.0273860138540999,False,True,2,False,39,0.3157083002621718,1.2929973009388358,1.0583567848052282,1.1089369753473022
svb,80,0.0348059412287762,False,True,2,False,20,0.0895886077764878,1.5063391657333116,1.074251111244556,1.0844107231264462
svb,81,0.0129083768134429,False,True,2,False,22,0.0712068314880648,1.2729917413885703,0.9494714169677606,1.0852054325054257
svb,82,0.099246821056999,True,True,2,False,17,0.0050000014906915,1.3468893061051284,0.9260603571078544,1.1520373147621723
svb,83,0.0579070144003912,False,True,2,False,19,0.1208354284256201,1.1775730884207565,1.1360759489337806,1.2018111767737285
svb,84,0.0679373927676463,False,True,2,False,25,0.0050000057508235,1.2331210672790456,1.1929692975131525,1.1423323525202276
svb,85,0.050021152755638,False,True,2,False,41,0.6972998474798624,1.2181676487402144,0.8161296748294169,1.1471381952990205
svb,86,0.0520027430044896,False,True,2,False,45,0.0050000000000147,1.3685497512866451,0.8313077407847925,1.103600395726199
svb,87,0.0538834359864336,False,True,2,False,37,1.3464662598595711,1.3648191095018982,0.5954949369066969,1.0104986437663297
svb,88,0.0603102758108504,False,True,2,False,21,0.2233891091268058,1.2041308095408914,0.949891080830677,1.080550067439279
svb,89,0.0401112454914743,False,True,2,False,48,0.0050606770184339,1.272960024371984,1.0977822279702871,1.1093463811532425
svb,90,0.0387115645443823,False,True,2,False,39,0.085013407688202,1.263453160018011,1.188699388071512,1.0915399497788791
svb,91,0.0502462682160237,False,True,2,False,39,0.0461862205984163,1.280112105380671,1.0638674942149575,1.1475573655622766
svb,92,0.076303142207267,True,True,2,False,31,1.0836865523871402,1.2611067798805184,0.9024092488677412,1.0440935767278712
