gene,draw,SSE,exceeds_observed,optimizer_success,successful_starts,retry,total_nfev,T,splice,decay,gain
Kr,51,0.0447980826347369,True,True,1,False,123,0.005000002018396,0.4669131042843512,0.6460113860076795,1.0955474049046952
Kr,52,0.0592450424686415,True,True,2,False,36,0.0050000000000124,0.489970323989746,0.7023521718886115,1.1491973429697384
Kr,53,0.0047322793141387,False,True,2,False,35,0.0929325932184794,0.406550084006581,0.666041138960515,1.1048301318960387
Kr,54,0.0464680987004985,True,True,2,False,69,0.2368203191956584,0.6220733673407609,0.662438230010869,1.1917164857148568
Kr,55,0.113359880867386,True,True,2,False,63,0.8509053456270588,0.4481402476162582,0.5756441944919037,1.2825056878465235
Kr,56,0.0393214416659555,True,True,2,False,30,0.0050000004283548,0.3527710952300534,0.5140938113354514,0.9069063345850156
Kr,57,0.0683598498153135,True,True,2,False,82,0.0385056526351246,0.0051717144100915,0.0473181151760701,0.8753591760523945
Kr,58,0.0192302042220901,False,True,2,False,38,0.0050000209342683,0.3840366371184027,0.3892427040767718,1.0997042073694805
Kr,59,0.0230354435249845,False,True,2,False,20,0.0050000000000006,0.501150595813824,0.9537448741771024,1.1550602934123322
Kr,60,0.0265744020854668,False,True,2,False,91,0.0050000000000065,0.4337245221074506,0.7601746231028463,1.143231901521855
Kr,61,0.1574667330084046,True,True,2,False,31,0.0050000032253436,0.2004067907886588,0.3065140812239436,1.0864081250033977
Kr,62,0.0820561711148561,True,True,2,False,74,0.005,0.0050000006033815,0.0500775134579944,0.7413050876523681
Kr,63,0.0659661847280864,True,True,2,False,69,0.3628423653888905,0.5691044631360419,0.4679769431546729,1.1222384426686125
Kr,64,0.0253400616659089,False,True,2,False,21,0.005,0.6636126516383096,0.6994211867616997,1.1027882099774555
Kr,65,0.0173567407953299,False,True,2,False,29,0.6679650506485012,0.6394020497559554,0.3646751851363985,1.031372799382114
Kr,66,0.0436790284517213,True,True,2,False,26,0.005,0.425418721869541,0.4612975767811128,0.8839143780929662
Kr,67,0.0184473563302313,False,True,2,False,36,0.1261250111464243,0.509126946921214,0.566672916190264,1.0838593072789724
Kr,68,0.021056066979272,False,True,2,False,116,0.1671631810066189,0.5223736005196215,0.5905336178261811,1.0641404853955427
Kr,69,0.0227124584775015,False,True,2,False,46,0.050771697055341,0.5586613220890835,0.8570717293806064,1.0773844746348369
Kr,70,0.0318035233039724,False,True,2,False,67,0.5310794494042334,0.4940730536077341,0.7133352893209352,1.2133423156977174
Kr,71,0.0237829695274291,False,True,2,False,43,0.8484808051835561,0.4996831081504824,0.2679488902526145,1.0495761755458135
Kr,72,0.0350907543590457,False,True,2,False,56,0.7584809094982665,0.6853052814115226,0.5608088954628128,1.1707437817353945
Kr,73,0.0237421638317753,False,True,2,False,21,0.0050000000020992,0.3428305564142403,0.5642003775405252,0.9158518445251096
Kr,74,0.0209603357498434,False,True,2,False,46,0.005,0.2306827092219028,0.4268767273404047,1.0924492823820406
Kr,75,0.0828024477457889,True,True,2,False,39,0.0050000042437724,0.2709178605650586,0.5270871540125197,0.998376563643614
Kr,76,0.0415010526349862,True,True,2,False,35,0.0050000000009045,0.5744107512353627,0.6404455556421998,0.9028639569060448
Kr,77,0.0648053307209392,True,True,2,False,67,0.9297058618730504,0.6019916132323819,0.3376850116854208,1.1413752073807366
Kr,78,0.0067645045746076,False,True,2,False,35,0.0523587531167652,0.2951459365310878,0.5582491468819136,1.0603798546108052
Kr,79,0.0337222914728512,False,True,2,False,48,0.3312340199069302,0.6199019941978251,0.7590041880589777,1.1407106040672463
Kr,80,0.0640055688566079,True,True,1,False,138,0.0050892599793765,0.6051657381634495,0.5908289521158953,0.8624872605230305
Kr,81,0.0325257992496808,False,True,2,False,82,0.2382567772032104,0.5209051309418425,0.6760991618557514,1.1968350074686118
Kr,82,0.0165535800295714,False,True,2,False,32,0.0549322672589122,0.433611976509191,0.5299673220691341,1.0975738382034943
Kr,83,0.0111883691937481,False,True,2,False,27,0.0050000161188767,0.252894512073961,0.4870051131219493,1.1017780543475657
Kr,84,0.034360953106751,False,True,2,False,81,0.736165985567939,0.4671379801692404,0.1649726119130334,1.0825138440991535
Kr,85,0.0285778682178711,False,True,2,False,66,0.4399002383232668,0.5203165943072513,0.7045866248714839,1.19225126801597
Kr,86,0.0262958586624913,False,True,2,False,93,0.4606159851372835,0.798598292069353,0.435733884511988,1.1442518040185958
Kr,87,0.042856521378361,True,True,2,False,46,0.1556516311219374,0.2026778992649979,0.4460336181680078,1.0398198908919758
