gene,T,SSE,dt,successful_starts,total_starts,splice,decay,gain,center1,rise1,fall1,center2,rise2,fall2
mlpt,0.005,0.1221871111062025,0.025,4,4,0.1502848957862081,0.5426565144135352,1.070198515585662,8.091391963687323,4.2593926234076696,3.780601874315307,19.81977067168259,4.154395787206711,0.25
mlpt,0.0299999999999999,0.1222084099676902,0.025,5,5,0.1490147340139902,0.5421954107003529,1.0705767551176002,8.079195138753423,4.259314765091507,3.781007784784023,19.80721936691466,4.152792506403005,0.25
mlpt,0.1,0.1223762758106917,0.025,5,5,0.1399228800519809,0.541026806078693,1.0731303164386363,8.048757864173908,4.259531567627925,3.7814875371375294,19.77343496147729,4.141856855834681,0.25
mlpt,0.3,0.1236388630019842,0.025,5,5,0.0050000176846622,0.5030736750109208,1.080324381768364,8.027457056615983,4.263973312733112,3.808672151700179,19.72634148730932,4.094880494904101,0.25
mlpt,1.0,0.1382262891876944,0.025,2,2,0.005,0.518635990301677,1.1448557188713775,7.616615416996921,4.224470069785243,3.750864934001816,19.318541942911853,3.902590476491281,0.25
mlpt,3.0000000000000004,0.2613786875553534,0.025,2,2,0.0050000000000474,0.2113378991885295,1.245780732611234,6.418000233274118,3.746190855287612,3.771729469871452,17.800748820924483,2.8544855583498205,0.8813366381627388
mlpt,6.0,0.6416508006183776,0.025,5,5,0.0430197696325057,0.0100000000000022,1.3340719842121072,4.108767557327172,2.4685893599716477,4.303127577797228,15.801178313862687,2.9735419079786505,0.846608533200556
