Distance_(microns),svbint,krint,svb,mlptint,eve-en,cad,kr,mlpt,gt
104,238.9580838,138.6107784,318.9700599,161.1017964,446.1497006,209.3353293,194.1616766,155.5568862,224.9401198
105,228.4071856,142.2694611,316.7964072,163.2994012,437.0538922,215.0419162,191.0179641,160.6946108,224.0179641
106,237.6987952,154.2891566,320.4939759,164.0481928,425.9277108,226.7349398,186.1144578,160.7590361,221.2168675
107,262.3554217,164.686747,327.2951807,166.1746988,423.1144578,232.6686747,184.7831325,162.0481928,215.6084337
108,261.7272727,168.7151515,333.8666667,167.8606061,411.5272727,234.3090909,183.5939394,164.6666667,212.5818182
109,263.2606061,157.8727273,336.2363636,166.8484848,398.4121212,236.2909091,181.169697,162.1636364,199.5757576
110,262.7333333,157.5878788,338.6787879,164.4606061,394.7636364,235.7030303,178.4363636,159.0848485,197.9636364
111,257.7151515,167.1393939,339.9090909,160.9333333,388.9636364,234.1090909,176.2787879,161.2424242,203.8181818
112,248.2727273,178.9818182,346.0060606,161.6181818,372.0484848,240.569697,173.9030303,156.7454545,201.7757576
113,248.5766871,166.3742331,342.7361963,162.7423313,351.7791411,253.3067485,167.2208589,152.5766871,198.3312883
114,301.7668712,155.4601227,335.5460123,160.9877301,334.7546012,256.4417178,165.5644172,154.8650307,195.5766871
115,348.4723926,149.9570552,339.7852761,158.9325153,324.1165644,246.3619632,163.7116564,153.9325153,195.9325153
116,363.4567901,146.0061728,344.8148148,159.6975309,310.5,236.6728395,167.3641975,154.5740741,194.8518519
117,370.1666667,147.3765432,338.2345679,162.8518519,294.9012346,234.8888889,168.8271605,153.4197531,194.9506173
118,396.1614907,148.1925466,332.3913043,167.2360248,284.6273292,242.6583851,174.2173913,152.1614907,195.4347826
119,397.825,148.55625,332.30625,164.54375,267.875,244.16875,173.85,153.25,191.8875
120,380.5,151.79375,345.55625,157.58125,250.7625,236.0375,170.375,153.05625,190.1375
121,364.4716981,160.2704403,365.9245283,155.2893082,244.1698113,228.6100629,171.1069182,152.2704403,190.4716981
122,397.03125,160.80625,373.24375,156.2375,243.5,224.73125,169.69375,152.575,191.85
123,448,156.2515723,371.3962264,157.1383648,241.5283019,223.3584906,165.4339623,154.2704403,186.1446541
124,456.6518987,159.7468354,359.8164557,158.6962025,240.2278481,222.721519,164.443038,154.8291139,186.2594937
125,459.8050314,159.6540881,349.3207547,160.8301887,238.5534591,222.7610063,161.2012579,153.8805031,178.1446541
126,429.7594937,168.7341772,352.5443038,164.835443,238.3987342,228.9810127,161.7911392,154.3607595,177.4177215
127,395.2948718,191.1410256,361.0512821,169.8141026,241.8717949,241.7115385,164.4935897,154.4807692,183.7948718
128,343.5576923,201.0448718,359.7628205,169.8717949,241.3333333,252.8012821,162.9358974,154.2179487,190.2564103
129,294.5897436,184.7628205,346.4679487,166.0512821,240.8012821,266.6025641,164.6025641,155.6410256,190.5320513
130,293.7870968,175.7548387,342.1032258,163.1032258,244.083871,273.7741935,168.0322581,156.1741935,188.6580645
131,289.0322581,155.2645161,347.6451613,161.0516129,248.3225806,272.6451613,168.9354839,156.4387097,187.0451613
132,274.3701299,150.5649351,347.2922078,161.461039,251.4350649,271.6298701,169.7077922,156.0909091,184.9155844
133,266.3529412,157.7973856,340.124183,166.0718954,256.5816993,267.6601307,173.7320261,156.0784314,185.8300654
134,279.7320261,152.0261438,334.5424837,167.7777778,259.2614379,266.6928105,178.1372549,156.4248366,187.7058824
135,323.1503268,155.4705882,336.1111111,165.0980392,259,270.4313725,178.3202614,155.3660131,188.124183
136,353.1589404,158.2450331,349.8543046,164.7218543,265.7218543,275.6887417,179.1854305,155.4304636,191.7086093
137,351.6225166,163.4039735,359.8476821,166.192053,273.986755,280.2317881,178.4635762,158.218543,190.781457
138,347,168.96,372.52,168.5866667,281.6066667,287.5333333,179.7,158.96,185.9
139,321.8807947,157.8344371,387.4966887,166.8476821,288.4437086,285.1721854,179.2384106,156.7350993,180.8741722
140,339.7483444,159.8013245,394.8145695,164.9668874,294.5562914,281.3311258,181.3774834,157.5761589,183.0662252
141,372.5629139,169.9271523,396.2913907,164.1192053,291.013245,282.3907285,184.8410596,163.0529801,180.6953642
142,375.589404,176.8874172,405.4966887,163.5430464,285.8543046,286.8609272,186.4370861,170,180.4701987
143,359.0860927,184.4569536,414.5298013,162.9470199,292.1788079,290.5033113,190.4172185,171.397351,181.2582781
144,358.2631579,193.0197368,411.4802632,164.5986842,306.9276316,294.0723684,192.0986842,172.5723684,178.4473684
145,340.807947,175.6754967,399.5562914,167.2450331,321.2715232,301.7350993,192.0066225,178.8940397,181.8344371
146,330.4370861,176.4900662,399.781457,167.589404,328.6291391,311.9205298,193.5562914,180.1192053,186.7880795
147,335.615894,177.9536424,407.7549669,167.8476821,340.7284768,315.1986755,199.4172185,174.9735099,183.2980132
148,346.5733333,174.4133333,413.5866667,166.3533333,346.8866667,305.56,208.8866667,173.26,178.0066667
149,349.5131579,171.3421053,416.8947368,164.1447368,344.7565789,293.1842105,210.7039474,169.1973684,174.875
150,361.8157895,176.125,420.9078947,166.2697368,345.6118421,310.9407895,205.5921053,167.6710526,179.5592105
151,372.9866667,174.12,416.86,166.3866667,356.5933333,334.3333333,208.52,170.5666667,180.3066667
152,392.5066667,176.9533333,404.5066667,163.5533333,369.3933333,336.62,213.42,173.1666667,177.14
153,389.86,190.6133333,397.66,164.16,398.7866667,326.9933333,219.04,171.8066667,173.66
154,388.0463576,209.9271523,403.589404,167.0794702,427.3642384,322.5298013,225.2582781,167.4503311,172.0728477
155,375.0264901,222.2582781,421.3178808,170.7682119,442.5496689,332.6821192,230.6821192,170.2781457,171.807947
156,372.7483444,234.7019868,436.0463576,170.8609272,443.3443709,348.3576159,235.589404,171.3377483,176.1390728
157,366.7417219,248.2781457,445.3046358,167.410596,451.7218543,350.4768212,248.6357616,170.5695364,180.192053
158,359.0596026,257.5033113,451.5099338,162.2119205,461.1059603,340.5629139,253,173.4635762,178.9536424
159,380.7218543,270.6887417,466.9139073,160.7748344,464.4304636,346.5364238,254.0662252,175.3576159,177.8874172
160,428.0662252,270.807947,486,161.3907285,472.7284768,341.1986755,257.2384106,175.4569536,174.5033113
161,440.4503311,253.6291391,499.9470199,161.1854305,492.4039735,341.7615894,265.0331126,178.5165563,174.6556291
162,450.3576159,237.0596026,497.0463576,159.2450331,517.6556291,353.5099338,276.4966887,184.1125828,172.192053
163,471.3881579,225.1973684,488.2368421,158.0394737,526.7039474,366.3618421,287.375,184.6710526,170.3815789
164,499.7828947,230.4210526,492.5723684,160.8881579,526.125,375.5855263,297.5986842,186.2763158,177.375
165,486.6753247,261.1298701,497.7792208,163.6298701,528.3116883,384.4155844,298.5454545,183.6493506,178.7402597
166,492.1298701,331.512987,505.0779221,163.8181818,547.2012987,384.3701299,299.4480519,183.4415584,177.9675325
167,454.9483871,385.0387097,513.6516129,162.5612903,559.5677419,380.7483871,300.1806452,183.9548387,177.6064516
168,425.2903226,406.9419355,525.9096774,165.5935484,578.1419355,385.6,296.5225806,186.4967742,176.483871
169,435.4903226,394.6258065,533.1354839,165.2967742,606.8387097,391.6387097,296.8709677,192.9419355,174.9290323
170,439.6794872,345.4615385,542.775641,163.5192308,646.8076923,400.525641,302.0512821,197.6346154,172.9551282
171,422.6987179,322.5128205,552.6410256,164.4166667,689.224359,403.0064103,305.6858974,193.3141026,173.4615385
172,445.7133758,306.7643312,551.7579618,163.8025478,707.1146497,394.5159236,300.3503185,183.0254777,173.1719745
173,494.6708861,314.2848101,549.1139241,165.3987342,723.6772152,396.0506329,303.6962025,180.164557,173.9873418
174,486.4936709,333.5379747,553.7468354,168.8164557,739.1772152,398.7468354,312.3607595,182.0696203,175.6518987
175,465.7151899,344.7278481,569.2658228,170.8734177,746.6202532,392.4556962,322.6898734,182.8291139,172.0632911
176,501.9303797,348.943038,573.4620253,170.5189873,741.7848101,393.2025316,323.2974684,182.3734177,172.7531646
177,556.9303797,369.4050633,561.835443,167.6962025,731.7721519,395.8544304,317.9113924,180.0189873,173.4873418
178,550.8930818,384.9622642,561.0440252,163.4779874,737.4716981,389.9056604,318.0377358,177.3207547,174.754717
179,492.1320755,379.6666667,572.4716981,162.6289308,761.7484277,393.9308176,325.4779874,176.6603774,179.5786164
180,481.275,369.575,573.8,163.2,776.69375,395.09375,339.89375,177.26875,180.2875
181,501.1180124,375.5776398,568.2732919,163.6273292,786.9440994,391.2298137,347.5590062,179.4037267,179.3664596
182,508.8198758,373.8198758,575.3913043,164.5900621,823.5031056,391.8385093,359.1614907,179.0310559,179.7329193
183,481.8571429,367.8509317,595.863354,163.7763975,856.1987578,384.7888199,371.1304348,175.2670807,179.9751553
184,464.3333333,386.4074074,609.2777778,162.7654321,873.1111111,372.5493827,382.2716049,176.7160494,178.5061728
185,488.4320988,412.117284,609.3209877,164.537037,884.4135802,366.3703704,392.7345679,180.6666667,179.117284
186,521.0185185,418.9506173,604.4814815,165.0555556,865.8271605,367.9259259,395.5987654,187.2901235,179.3765432
187,535.3680982,452.0245399,602.7546012,163.3865031,826.3128834,375.4785276,395.0981595,187.4110429,179.8282209
188,551.4969697,503.5636364,605.0484848,161.1515152,811.9515152,394.3818182,403.7636364,184.6787879,178.030303
189,545.2727273,588.9454545,607.5090909,156.6181818,798.7151515,401.9818182,419.5454545,182,175.7333333
190,495.813253,666.7409639,614.4819277,154.1686747,781.0240964,390.7650602,425.4698795,174.746988,173.253012
191,514.7005988,660.8982036,632.7724551,157.5508982,785.1137725,379.3772455,423.7245509,174.7904192,175.3353293
192,522.1547619,598.1845238,645.1488095,160.25,784.452381,375.4166667,426.7797619,176.5238095,176.5238095
193,503.2321429,559.952381,653.3095238,162.3869048,788.2559524,383.7202381,437.8035714,178.7380952,177.4583333
194,495.5739645,544.0118343,636.6449704,161.5266272,790.8579882,384.9822485,442.2662722,178.1420118,176.9349112
195,504.1538462,524.2426036,613.4911243,161.4319527,791.183432,383.0473373,451.2130178,173.4023669,180.8698225
196,536.2674419,519.127907,612.7616279,163.4593023,778.5697674,379.2732558,444.3837209,172.005814,180.0406977
197,538.982659,529.9537572,626.0231214,164.1618497,760.3410405,374.8959538,437.3988439,172.2890173,173.7687861
198,520.3390805,535.4942529,621.816092,165.0747126,744.0862069,364.591954,449.6091954,176.6724138,175.9310345
199,478.3218391,569.1781609,607.4252874,166.2643678,735.9712644,356.8045977,463.3735632,176.9712644,178.4770115
200,497.5371429,616.0457143,597.4628571,165.0342857,716.4971429,347.6114286,467.0571429,176.9085714,177.6514286
201,529.7613636,670.1306818,592.0397727,163.0738636,702.8863636,341.9772727,468.8863636,175.1193182,181.2045455
202,541.5568182,743.8068182,585.2840909,163.2102273,704.7159091,338.0625,472.9488636,172.2556818,179.9204545
203,522.6516854,785.7359551,574.8595506,167.1797753,698.1292135,331.6235955,475.8089888,164.5505618,177.3089888
204,476.1284916,814.9050279,561.2849162,170.4916201,686.4748603,326.2513966,475.6312849,164.7150838,176.0893855
205,417.0222222,865.3833333,552.0222222,169.4222222,685.5055556,323.9111111,478.2833333,166.3388889,176.2722222
206,416.7444444,871.7833333,545.7111111,165.7111111,697.4833333,329.4055556,494.0666667,170.1833333,174.0666667
207,437.1043956,888.1153846,542.3296703,163.9230769,693,331.6538462,523.0549451,176.6538462,171.5824176
208,461.8131868,852.8241758,549.4340659,163.2527473,678.7087912,330.010989,548.8296703,178.9340659,171.0714286
209,457.2295082,787.6065574,548.9398907,165.0546448,651.7814208,333.1038251,568.7978142,177.3825137,171.715847
210,447.201087,760.1956522,530.451087,169.7445652,615.8641304,340.7173913,605.2119565,175.951087,176.1956522
211,487.8315217,752.2554348,516.6956522,175.2065217,586.3315217,340.6141304,632.6413043,176.6630435,182.4076087
212,504.0162162,782.7135135,519.1513514,179.1405405,580.8162162,338.1783784,643,174.3405405,183.7405405
213,480.1135135,833.9351351,531.1027027,182.6864865,590.4864865,341.3459459,637.8918919,171.0972973,184.2810811
214,437.7513514,856.0162162,533.7027027,184.6378378,591.227027,340.4216216,633.2054054,168.827027,187.3675676
215,421.6505376,842.3172043,528.6989247,183.9892473,587.5430108,332.3602151,622.8333333,165.0483871,190.8172043
216,438.7204301,844.327957,526.0913978,185.1666667,578.5430108,330.827957,625.2043011,165.7258065,189.3978495
217,483.0855615,828.4117647,525.0106952,186.9625668,562.1657754,337.9625668,633.8983957,170.1016043,192.6737968
218,538.8989362,862.2819149,528.1276596,185.9148936,542.143617,351.1329787,637.1914894,171.1223404,195.3138298
219,536.9095745,925.643617,527.6861702,184.6223404,522.9255319,354.1382979,631.4361702,172.4095745,195.9468085
220,509.5478723,958.7606383,520.7606383,180.8244681,509.4840426,337.3776596,632.9361702,171.5053191,196.6595745
221,498.6578947,937.3210526,523.6578947,175.2105263,495.2210526,319.0368421,648.6631579,171.4315789,190.7368421
222,522.2631579,917.2631579,548.7842105,170.7105263,492.4789474,313.2368421,673.4684211,171.6526316,187.8473684
223,523.5157895,951.7368421,561.2210526,169.8368421,504.6105263,312.1210526,698.3736842,171.8736842,187.4842105
224,484.6439791,995.9057592,556.7277487,170.2670157,518.9581152,312.9895288,716.921466,171.6910995,191.513089
225,405.3316062,994.7253886,545.6735751,170.9015544,528.0984456,317.1606218,716.2746114,171.4507772,195.8549223
226,332.8393782,967.4507772,544.2176166,169.9274611,530.3056995,319.2901554,715.4145078,169.7772021,193.761658
227,293.7680412,927.4329897,539.0103093,166.628866,520.8608247,317.5051546,722.5979381,169.2371134,188.1907216
228,302.1282051,890.8102564,531.9025641,165.0615385,499.6205128,325.5128205,737.5333333,172.225641,184.5076923
229,335.6479592,839.7346939,521.8469388,166.2091837,477.6785714,333.377551,743.877551,173.994898,183.1326531
230,356.2424242,820.4949495,506.3737374,169.5505051,470.9292929,337.2626263,749.5151515,180.1464646,184.1616162
231,375.5555556,784.3888889,489.4444444,171.7272727,474.3737374,344.8333333,762.0959596,185.3282828,180.4393939
232,402.3417085,758.2613065,472.4924623,172.2914573,477.0653266,350.080402,765.3869347,184.9899497,176.8542714
233,435.17,759.875,466.78,172.68,472.3,352.28,766.725,184.035,178.91
234,451.8756219,785.2338308,475.6069652,171.5870647,465.2686567,350.2338308,769.238806,187.1293532,181.7412935
235,432.6534653,828.2425743,491.3712871,170.9207921,464.2475248,356.8712871,798.9455446,193.2277228,183.1584158
236,392.5566502,851.3399015,500.9655172,174.182266,465.7783251,357.8719212,819.8325123,192.6108374,183.6059113
237,344.8529412,876.8382353,504.1519608,177.6960784,468.7156863,365.8088235,826.745098,186.5637255,186.9166667
238,348.1764706,909.5,498.4166667,177.7794118,469.4068627,372.0637255,844.2990196,183.6323529,192.4509804
239,402.4926829,961.5463415,490.2146341,177.2439024,465.297561,362.7365854,861.9658537,183.4585366,198.2878049
240,448.3883495,997.0533981,493.8203883,176.2135922,466.2524272,352.1941748,862.1019417,182.0970874,197.0145631
241,455.7281553,1010.820388,507.6165049,175.4514563,470.1504854,356.1019417,849.407767,184.407767,197.815534
242,469.3203883,1024.038835,508.0291262,174.0582524,484.0097087,360.2815534,837.1213592,187.5145631,202.3300971
243,448.1497585,1028.705314,488.1594203,171.7475728,488.8357488,356.3043478,829.7777778,185.3719807,203.4347826
244,396.9951456,1023.81068,477.1747573,170.6941748,483.8786408,356.4417476,834.723301,185.723301,204.9029126
245,390.3653846,1039.418269,474.7788462,169.4230769,470.0528846,351.3076923,831.9663462,182.2307692,208.1298077
246,380.6602871,1061.837321,473.9808612,169.0526316,472.3732057,352.6698565,839.8564593,183.7655502,207.5311005
247,409.2067308,1028.548077,479.3798077,169.0528846,475.6875,355.9567308,843.6730769,182.4086538,208.2163462
248,455.9665072,939.0813397,483.430622,170.3110048,486.2392344,356.3779904,835.937799,176.8899522,204.6220096
249,479.5190476,850.1190476,498.5190476,172.9714286,484.1952381,360.6571429,836.4666667,177.347619,203.0904762
250,465.6238095,854.2428571,504.9666667,174.7666667,483.8238095,367.9047619,846.3619048,179.2380952,200.0428571
251,454.5876777,905.6872038,514.014218,171.1469194,479.2701422,373.5971564,852.549763,181.7867299,194.943128
252,453.4433962,937.5896226,529.0707547,169.9716981,460.9528302,376.4150943,853.5235849,184.1886792,196.7075472
253,451.8113208,910.5566038,546.8018868,171.8301887,449.0754717,382.9433962,851.3915094,186.4811321,202.3443396
