Distance_(microns),eve,en,mlpt,hb,kr,gt,svb,cad,runt,odd
0,136.75,99.5,617.5,916.875,149.625,190.125,400.5,131.625,145.5,576.25
1,121.13333333333334,109.0,620.1333333333333,734.2666666666667,136.53333333333333,252.2,405.2,143.86666666666667,135.8,603.0
2,155.27777777777777,98.44444444444444,693.9444444444445,744.1111111111111,147.94444444444446,210.33333333333334,395.22222222222223,133.16666666666666,133.38888888888889,622.4444444444445
3,149.63636363636363,93.9090909090909,690.4090909090909,691.6363636363636,150.27272727272728,233.45454545454547,394.45454545454544,136.86363636363637,134.1818181818182,556.8636363636364
4,170.41666666666666,101.79166666666667,701.5833333333334,718.1666666666666,155.75,246.70833333333334,414.625,129.45833333333334,139.25,538.75
5,162.67857142857142,101.89285714285714,901.5,862.5,144.28571428571428,254.42857142857142,400.9642857142857,130.03571428571428,142.75,526.3928571428571
6,173.30769230769232,119.64102564102564,751.7948717948718,826.4871794871794,145.7948717948718,262.64102564102564,407.28205128205127,133.23076923076923,143.07692307692307,532.3333333333334
7,186.0222222222222,119.37777777777778,604.5333333333333,835.9333333333333,152.82222222222222,285.3777777777778,414.5111111111111,149.11111111111111,143.11111111111111,555.4888888888889
8,172.25,129.52083333333334,584.1875,895.625,148.97916666666666,297.7291666666667,413.2083333333333,152.60416666666666,142.45833333333334,583.75
9,175.7058823529412,147.11764705882354,572.3921568627451,832.1372549019608,145.3921568627451,314.4313725490196,400.88235294117646,150.66666666666666,145.76470588235293,577.1176470588235
10,177.7037037037037,159.87037037037038,584.6296296296297,774.425925925926,153.3148148148148,323.4259259259259,383.6111111111111,148.9814814814815,141.33333333333334,566.8518518518518
11,165.89655172413794,181.05172413793105,566.6896551724138,786.3965517241379,153.68965517241378,315.62068965517244,407.05172413793105,150.48275862068965,137.98275862068965,575.8448275862069
12,175.2622950819672,195.327868852459,532.6065573770492,754.360655737705,154.18032786885246,312.3114754098361,443.59016393442624,151.0327868852459,140.0655737704918,574.327868852459
13,169.609375,202.3125,462.046875,751.96875,147.828125,337.75,421.21875,151.578125,142.359375,554.046875
14,167.53731343283582,293.4029850746269,408.02985074626866,683.2089552238806,143.16417910447763,332.55223880597015,402.3880597014925,145.2537313432836,140.02985074626866,538.1194029850747
15,191.88235294117646,298.75,396.5147058823529,760.0735294117648,142.22058823529412,342.3970588235294,391.9117647058824,153.5,139.2941176470588,522.3823529411765
16,176.56521739130434,344.39130434782606,336.8840579710145,707.7826086956521,142.4927536231884,357.8695652173913,385.84057971014494,151.84057971014494,141.07246376811594,514.5942028985507
17,179.4857142857143,353.01428571428573,284.4714285714286,660.7571428571429,139.55714285714285,343.24285714285713,386.1714285714286,148.5,142.07142857142858,479.34285714285716
18,185.38571428571427,351.4,263.0285714285714,699.6428571428571,135.22857142857143,335.5285714285714,378.87142857142857,151.9142857142857,144.7,488.98571428571427
19,176.50704225352112,349.2112676056338,262.2112676056338,746.943661971831,132.32394366197184,327.85915492957747,367.9577464788732,151.95774647887325,135.29577464788733,492.6056338028169
20,178.11111111111111,355.34722222222223,271.18055555555554,731.5416666666666,131.54166666666666,346.7361111111111,363.43055555555554,151.16666666666666,138.29166666666666,509.94444444444446
21,177.24657534246575,338.09589041095893,257.4657534246575,723.4657534246576,131.76712328767124,361.3972602739726,363.6575342465753,148.4794520547945,136.68493150684932,497.7808219178082
22,151.0,325.7567567567568,255.24324324324326,752.8648648648649,133.72972972972974,372.02702702702703,352.81081081081084,145.6081081081081,141.1891891891892,534.5135135135135
23,131.46666666666667,302.50666666666666,243.61333333333334,782.8933333333333,141.08,377.73333333333335,344.93333333333334,142.74666666666667,135.96,541.5866666666667
24,124.67105263157895,314.55263157894734,262.30263157894734,783.3552631578947,141.67105263157896,376.5131578947368,359.0394736842105,139.46052631578948,143.78947368421052,530.8684210526316
25,123.10526315789474,243.19736842105263,250.39473684210526,733.1184210526316,142.35526315789474,361.8421052631579,374.7631578947368,141.75,138.55263157894737,521.171052631579
26,117.07792207792208,229.4805194805195,253.12987012987014,658.987012987013,143.45454545454547,358.4415584415584,379.97402597402595,144.5974025974026,142.28571428571428,534.7662337662338
27,110.94871794871794,214.28205128205127,251.82051282051282,669.3461538461538,145.19230769230768,380.37179487179486,368.7307692307692,137.62820512820514,139.62820512820514,531.0384615384615
28,107.25316455696202,240.15189873417722,253.81012658227849,723.1645569620254,148.1772151898734,392.3164556962025,362.82278481012656,130.32911392405063,142.29113924050634,566.8354430379746
29,104.34177215189874,249.40506329113924,255.37974683544303,751.4556962025316,144.9620253164557,399.1518987341772,356.4177215189873,129.30379746835442,147.2405063291139,574.9746835443038
30,98.1875,233.9,258.95,751.825,143.7375,388.75,365.8,127.9875,144.875,534.0375
31,97.1,190.825,250.625,728.425,146.5875,347.8,356.875,127.7,141.325,521.55
32,94.96341463414635,170.28048780487805,248.35365853658536,722.5,143.34146341463415,339.9024390243902,359.4146341463415,126.97560975609755,143.609756097561,493.5609756097561
33,99.49397590361446,159.79518072289156,254.33734939759037,728.2289156626506,140.32530120481928,347.9759036144578,368.50602409638554,125.16867469879519,144.96385542168676,514.9879518072289
34,95.62650602409639,168.03614457831324,253.75903614457832,734.289156626506,142.59036144578315,354.4457831325301,359.5903614457831,126.18072289156626,143.12048192771084,497.69879518072287
35,98.22619047619048,163.67857142857142,246.8452380952381,758.4404761904761,141.17857142857142,351.04761904761904,340.2738095238095,128.45238095238096,145.54761904761904,522.047619047619
36,98.61176470588235,150.2,247.52941176470588,725.364705882353,144.2941176470588,342.1058823529412,334.15294117647056,128.2,143.9764705882353,532.9294117647058
37,98.96511627906976,132.8139534883721,254.11627906976744,701.9767441860465,142.19767441860466,345.0348837209302,350.45348837209303,127.88372093023256,142.3139534883721,530.1627906976744
38,93.23255813953489,125.38372093023256,255.6046511627907,669.2093023255813,141.51162790697674,365.6511627906977,344.27906976744185,125.66279069767442,148.61627906976744,519.046511627907
39,92.19540229885058,115.9080459770115,251.05747126436782,685.6551724137931,141.183908045977,348.1609195402299,322.8735632183908,127.4367816091954,160.29885057471265,516.9310344827586
40,89.7840909090909,110.6590909090909,247.375,695.2386363636364,140.9318181818182,374.39772727272725,332.09090909090907,120.47727272727273,170.04545454545453,500.3181818181818
41,90.20224719101124,107.01123595505618,245.80898876404495,705.7752808988764,142.80898876404495,361.0,340.8876404494382,122.06741573033707,170.85393258426967,499.2696629213483
