gene,shape,mode,stage_index,intron,exon,intron_fit,exon_fit,intron_residual,exon_residual
mlpt,gaussian,collapsed,8,0.79296875,0.7388630319148936,0.7652990146967693,0.7244669751954409,-0.02766973530323069,-0.014396056719452655
mlpt,gaussian,collapsed,9,0.753515625,0.746841755319149,0.6873524971797975,0.7435730794417119,-0.0661631278202025,-0.003268675877437066
mlpt,gaussian,collapsed,10,0.325390625,0.4875332446808511,0.42410360395437924,0.5356137529291038,0.09871297895437925,0.048080508248252773
mlpt,gaussian,collapsed,11,0.228515625,0.308344414893617,0.1957160025400262,0.27902387356960967,-0.03279962245997381,-0.029320541324007354
mlpt,gaussian,collapsed,12,0.105078125,0.19996675531914893,0.08966313312408393,0.1193293195269158,-0.015414991875916065,-0.08063743579223312
mlpt,gaussian,collapsed,13,0.052734375,0.03058510638297872,0.060106435021955264,0.05719235652510698,0.007372060021955264,0.02660725014212826
mlpt,gaussian,collapsed,14,0.09296875,0.059175531914893616,0.055931340368311114,0.041202684868841113,-0.03703740963168889,-0.017972847046052502
mlpt,gaussian,collapsed,15,0.109375,0.07430186170212766,0.06380072592717993,0.043132204323018626,-0.04557427407282007,-0.031169657379109032
mlpt,gaussian,collapsed,16,0.157421875,0.11486037234042552,0.1092849717624802,0.07296513195289576,-0.04813690323751979,-0.04189524038752976
mlpt,gaussian,collapsed,17,0.3390625,0.2345412234042553,0.26549340713943526,0.1879957758100592,-0.07356909286056473,-0.0465454475941961
mlpt,gaussian,collapsed,18,0.51875,0.35505319148936165,0.5935134123450809,0.46318159114246826,0.07476341234508088,0.10812839965310661
mlpt,gaussian,collapsed,19,1.0,0.8937832446808511,0.9702012632814314,0.8497010439667846,-0.029798736718568586,-0.044082200714066544
mlpt,gaussian,collapsed,20,0.788671875,1.0,0.791072159386055,1.0009881171499062,0.002400284386054996,0.0009881171499062091
mlpt,gaussian,collapsed,21,0.05703125,0.18799867021276595,0.054338499941754596,0.19217641868311208,-0.0026927500582454023,0.004177748470346132
mlpt,gaussian,collapsed,22,0.0400390625,0.020985704787234043,0.05420350447546574,0.05612452137265765,0.014164441975465743,0.03513881658542361
mlpt,gaussian,collapsed,23,0.0244140625,0.014544547872340425,0.054203503781495785,0.03915298247166431,0.029789441281495785,0.02460843459932388
mlpt,gaussian,collapsed,24,0.026171875,0.012965425531914893,0.054203503781457975,0.03703597006311445,0.028031628781457974,0.02407054453119956
mlpt,gaussian,mapped,1,0.033984375,0.011968085106382979,0.05440550365645302,0.03726611217923328,0.02042112865645302,0.0252980270728503
mlpt,gaussian,mapped,2,0.04296875,0.015458776595744681,0.05508631898160931,0.03766205723997119,0.01211756898160931,0.022203280644226504
mlpt,gaussian,mapped,3,0.050390625,0.027925531914893616,0.06003443547781636,0.04073004308346692,0.009643810477816359,0.012804511168573306
mlpt,gaussian,mapped,4,0.06328125,0.031914893617021274,0.08471101662241054,0.05722084287942438,0.021429766622410543,0.025305949262403107
mlpt,gaussian,mapped,5,0.166796875,0.13131648936170212,0.1679532619690859,0.11807500509580286,0.0011563869690858763,-0.013241484265899259
mlpt,gaussian,mapped,6,0.353515625,0.3272938829787234,0.35255082804498494,0.2691575764185047,-0.000964796955015057,-0.05813630656021873
mlpt,gaussian,mapped,7,0.541796875,0.4865359042553191,0.6035851906726873,0.5101855099022784,0.06178831567268739,0.023649605646959282
mlpt,gaussian,mapped,8,0.79296875,0.7388630319148936,0.7641820370254379,0.7246340238378879,-0.028786712974562145,-0.014229008077005667
mlpt,gaussian,mapped,9,0.753515625,0.746841755319149,0.6849292903569614,0.7453780165943118,-0.06858633464303865,-0.0014637387248371825
mlpt,gaussian,mapped,10,0.325390625,0.4875332446808511,0.42208256950595235,0.5382611372567566,0.09669194450595237,0.05072789257590554
mlpt,gaussian,mapped,11,0.228515625,0.308344414893617,0.19487439503306903,0.28065314393253626,-0.033641229966930974,-0.02769127096108076
mlpt,gaussian,mapped,12,0.105078125,0.19996675531914893,0.08953571537955314,0.11981004445850482,-0.015542409620446854,-0.0801567108606441
mlpt,gaussian,mapped,13,0.052734375,0.03058510638297872,0.06019484795961467,0.05737845564236384,0.007460472959614668,0.02679334925938512
mlpt,gaussian,mapped,14,0.09296875,0.059175531914893616,0.05604417474502901,0.041504905054593894,-0.03692457525497099,-0.017670626860299722
mlpt,gaussian,mapped,15,0.109375,0.07430186170212766,0.06386277138542831,0.04345906588889189,-0.04551222861457169,-0.03084279581323577
mlpt,gaussian,mapped,16,0.157421875,0.11486037234042552,0.10928827953079626,0.07294082728919668,-0.04813359546920373,-0.04191954505122884
mlpt,gaussian,mapped,17,0.3390625,0.2345412234042553,0.2658057150387791,0.18709915016387607,-0.0732567849612209,-0.04744207324037922
mlpt,gaussian,mapped,18,0.51875,0.35505319148936165,0.5948089338836391,0.4616913543548857,0.07605893388363905,0.10663816286552402
mlpt,gaussian,mapped,19,1.0,0.8937832446808511,0.9717089110895768,0.8496155106303979,-0.0282910889104232,-0.04416773405045327
mlpt,gaussian,mapped,20,0.788671875,1.0,0.7918434828618578,0.9996290436618236,0.0031716078618577725,-0.00037095633817640916
mlpt,gaussian,mapped,21,0.05703125,0.18799867021276595,0.05434742477572844,0.18975497022555404,-0.0026838252242715605,0.0017563000127880923
mlpt,gaussian,mapped,22,0.0400390625,0.020985704787234043,0.05433621533450981,0.054117435746156496,0.014297152834509809,0.03313173095892245
mlpt,gaussian,mapped,23,0.0244140625,0.014544547872340425,0.05433621533450979,0.03909823199689215,0.029922152834509788,0.024553684124551722
mlpt,gaussian,mapped,24,0.026171875,0.012965425531914893,0.05433621533450979,0.03743518274328445,0.028164340334509787,0.02446975721136956
svb,cosine,collapsed,1,0.04776517678452301,0.028752642706131076,0.08781821861810586,0.08455012796633016,0.04005304183358285,0.05579748526019908
svb,cosine,collapsed,2,0.14969979986657772,0.1419309372797745,0.12699933769048888,0.1164884260373383,-0.022700462176088843,-0.025442511242436183
svb,cosine,collapsed,3,0.20627084723148764,0.17618040873854826,0.2058544273252231,0.18716170082526595,-0.00041641990626453684,0.010981292086717692
svb,cosine,collapsed,4,0.30633755837224813,0.28513037350246656,0.31889251541446106,0.29623891152569093,0.012554957042212933,0.011108538023224368
svb,cosine,collapsed,5,0.4656437625083389,0.456800563777308,0.4515820240687744,0.43265707600386616,-0.014061738439564486,-0.02414348777344183
svb,cosine,collapsed,6,0.579853235490327,0.5702607470049331,0.5845782197152016,0.5782439750196664,0.004724984224874662,0.007983228014733279
svb,cosine,collapsed,7,0.6871247498332221,0.7094785059901338,0.6976787432676186,0.7118168687476522,0.010553993434396447,0.0023383627575183086
svb,cosine,collapsed,8,0.7452968645763843,0.8023960535588442,0.7213731563840761,0.7798033133771403,-0.02392370819230827,-0.022592740181703985
svb,cosine,collapsed,9,0.3124749833222148,0.53276955602537,0.3814708693331806,0.5211899811876958,0.06899588601096579,-0.011579574837674245
