Distance_(microns),svbint,krint,svb,mlptint,eve-en,cad,kr,mlpt,gt
18,375.3641304347826,149.8804347826087,545.9891304347826,187.71195652173913,527.2282608695652,184.22282608695653,488.1358695652174,365.0108695652174,383.6630434782609
19,386.4864864864865,148.12972972972972,547.0972972972972,186.85405405405405,540.9297297297297,181.42702702702704,486.84324324324325,363.4432432432432,392.9081081081081
20,397.9516129032258,151.86021505376345,545.3763440860215,181.33870967741936,547.9731182795699,185.7311827956989,502.31720430107526,350.258064516129,399.7258064516129
21,416.3422459893048,155.50802139037432,540.4652406417113,178.25133689839572,551.3315508021391,191.6577540106952,501.45454545454544,330.19251336898395,399.3850267379679
22,444.81283422459893,151.93582887700535,539.855614973262,176.22994652406416,565.9572192513369,189.50802139037432,508.9251336898396,311.88235294117646,407.75935828877004
23,442.6648936170213,150.84574468085106,547.6010638297872,177.86702127659575,577.6968085106383,181.85638297872342,515.5585106382979,309.9840425531915,402.72872340425533
24,390.35978835978835,153.08465608465607,553.1269841269841,178.984126984127,573.7354497354497,178.21693121693121,514.6243386243386,309.15343915343914,397.32804232804233
25,361.97354497354496,153.5873015873016,551.4656084656085,179.9047619047619,565.984126984127,183.84126984126985,503.4867724867725,300.4550264550264,391.5026455026455
26,359.63684210526316,152.93684210526317,537.478947368421,177.72105263157894,550.3842105263158,184.90526315789472,501.66315789473686,294.86842105263156,398.2842105263158
27,362.7894736842105,150.6157894736842,528.0368421052632,175.27894736842106,534.2368421052631,177.6,510.2315789473684,291.5842105263158,403.0421052631579
28,359.56613756613757,151.22222222222223,533.2380952380952,173.65608465608466,523.3068783068783,173.75132275132276,502.51851851851853,291.6984126984127,394.07936507936506
29,352.58730158730157,152.4021164021164,552.2857142857143,172.8783068783069,523.7513227513227,174.7195767195767,499.1164021164021,272.5978835978836,397.44444444444446
30,356.34391534391534,154.31746031746033,552.8201058201058,173.4973544973545,508.34391534391534,171.71428571428572,515.2328042328043,255.86772486772486,403.0740740740741
31,369.9308510638298,151.92021276595744,559.1382978723404,173.0904255319149,509.5531914893617,172.34574468085106,530.8085106382979,245.6755319148936,406.65425531914894
32,388.8244680851064,153.80851063829786,558.2712765957447,174.2712765957447,509.2074468085106,170.5531914893617,526.3882978723404,235.2127659574468,400.43617021276594
33,425.27807486631013,154.1711229946524,551.427807486631,174.55080213903744,509.6631016042781,167.8288770053476,511.62566844919786,225.66844919786095,399.32085561497325
34,437.3279569892473,154.0483870967742,540.9139784946236,177.36559139784947,515.9354838709677,168.2688172043011,496.89247311827955,214.752688172043,406.7956989247312
35,433.7445652173913,153.8586956521739,533.9945652173913,173.94565217391303,515.7989130434783,168.2608695652174,507.1032608695652,205.77717391304347,415.76630434782606
36,406.9402173913044,154.75,532.3967391304348,173.0054347826087,509.55434782608694,169.34782608695653,514.7228260869565,200.125,412.0326086956522
37,375.4863387978142,155.1912568306011,522.8688524590164,170.9945355191257,501.23497267759564,169.04371584699453,516.3661202185792,194.13661202185793,403.1857923497268
38,353.8666666666667,154.3,528.9666666666667,172.89444444444445,497.2888888888889,166.2,514.2722222222222,189.8111111111111,403.6222222222222
39,350.35754189944134,156.99441340782124,535.2122905027933,175.03351955307264,493.46927374301674,165.94972067039106,507.340782122905,184.27932960893855,416.0670391061453
40,356.44943820224717,155.46629213483146,556.4044943820224,176.02808988764045,495.2134831460674,169.59550561797752,508.2977528089888,179.93820224719101,428.39325842696627
41,370.314606741573,156.2134831460674,570.3314606741573,175.35955056179776,505.5674157303371,174.43820224719101,505.9831460674157,176.35955056179776,450.4943820224719
42,379.57865168539325,156.80337078651687,577.1741573033707,176.3370786516854,509.0842696629214,178.67415730337078,514.2247191011236,174.45505617977528,452.57865168539325
43,378.8370786516854,160.43820224719101,567.5449438202247,174.09550561797752,501.57865168539325,177.67977528089887,521.8370786516854,172.5561797752809,429.9438202247191
44,375.3370786516854,161.8932584269663,561.8595505617977,173.3426966292135,501.80337078651684,176.96629213483146,524.129213483146,174.26404494382024,413.55056179775283
45,374.3988764044944,157.85393258426967,556.938202247191,174.9943820224719,505.2752808988764,178.13483146067415,526.4606741573034,178.56741573033707,412.64606741573033
46,367.55056179775283,157.20224719101122,556.9213483146067,174.25842696629215,497.6629213483146,172.0,536.7247191011236,183.23595505617976,406.02247191011236
47,376.10674157303373,159.52247191011236,553.5056179775281,170.96067415730337,499.07865168539325,168.41573033707866,543.4325842696629,173.4494382022472,406.90449438202245
48,402.69832402234636,161.43575418994413,553.6201117318436,171.3463687150838,493.4860335195531,169.13966480446928,546.731843575419,175.11173184357543,404.195530726257
49,419.41340782122904,158.0,550.7821229050279,172.01117318435755,492.1899441340782,167.54189944134077,526.0111731843575,181.16201117318437,390.24581005586595
50,402.54748603351953,156.30167597765364,543.0614525139665,173.00558659217876,487.31284916201116,165.79888268156424,510.6145251396648,178.3463687150838,383.87150837988827
51,406.81111111111113,156.4611111111111,541.4722222222222,171.75,486.5,167.26666666666668,520.8277777777778,173.3,385.7388888888889
52,403.23463687150837,154.44692737430168,542.7430167597765,173.48603351955308,482.7150837988827,166.96648044692736,531.2513966480446,172.17877094972067,395.13966480446925
53,418.2737430167598,154.58100558659217,541.8379888268156,174.53072625698323,480.536312849162,166.64245810055866,524.7206703910615,173.81005586592178,390.6256983240223
54,421.01666666666665,156.57222222222222,550.5944444444444,173.80555555555554,478.49444444444447,166.7888888888889,518.3888888888889,175.38888888888889,383.6666666666667
55,398.7111111111111,156.6611111111111,550.7666666666667,174.37222222222223,480.50555555555553,167.7,502.3333333333333,173.35555555555555,384.68333333333334
56,385.98342541436466,156.56906077348066,550.9558011049724,175.8342541436464,483.62983425414365,170.65745856353593,501.4475138121547,170.9889502762431,385.35911602209944
57,369.75274725274727,155.30769230769232,539.7912087912088,174.35714285714286,491.5,175.78021978021977,513.2142857142857,168.2087912087912,396.7857142857143
58,362.6574585635359,152.6353591160221,533.3149171270718,175.66298342541435,504.42541436464086,175.1657458563536,518.1933701657458,165.46408839779005,396.3425414364641
59,376.14689265536725,153.94915254237287,539.2146892655368,177.88135593220338,517.0395480225989,171.45197740112994,531.361581920904,169.36158192090394,392.76271186440675
60,378.9822485207101,156.2130177514793,557.3136094674556,179.33727810650888,555.9940828402367,171.57396449704143,543.5680473372781,174.20118343195267,395.7751479289941
61,373.4437869822485,155.44378698224853,575.9230769230769,178.88757396449705,585.4201183431952,172.79881656804733,536.1538461538462,175.07100591715977,388.72189349112426
62,413.4345238095238,154.75595238095238,597.625,177.82142857142858,614.4642857142857,171.82738095238096,541.1666666666666,177.99404761904762,392.73809523809524
63,430.25748502994014,155.92814371257484,607.4071856287425,177.26347305389223,641.622754491018,172.74850299401197,534.1676646706587,182.79041916167665,404.5329341317365
64,419.0120481927711,157.09036144578315,614.0542168674699,176.93373493975903,679.433734939759,177.0421686746988,542.7289156626506,184.210843373494,416.60843373493975
65,441.3878787878788,163.11515151515152,602.1393939393939,177.35151515151514,724.5636363636364,179.56363636363636,537.3212121212122,186.77575757575758,391.969696969697
66,461.7134146341463,162.7012195121951,596.969512195122,177.71951219512195,763.0243902439024,180.2378048780488,520.7865853658536,183.29268292682926,384.5548780487805
67,481.8588957055215,160.1840490797546,600.3006134969326,178.6319018404908,769.8895705521472,182.23312883435582,511.19018404907973,177.09815950920245,389.319018404908
68,479.17791411042947,157.94478527607362,600.8588957055215,178.01226993865032,750.8834355828221,186.53987730061348,514.036809815951,173.6564417177914,390.2269938650307
69,498.6341463414634,154.09146341463415,593.3353658536586,178.08536585365854,725.170731707317,184.07926829268294,511.4573170731707,177.15243902439025,407.1280487804878
70,541.9512195121952,155.03048780487805,604.3414634146342,175.79268292682926,718.7682926829268,180.8231707317073,523.75,181.09146341463415,413.25
71,526.3231707317074,155.52439024390245,616.3780487804878,172.97560975609755,736.859756097561,178.5060975609756,521.640243902439,182.8719512195122,407.3109756097561
72,487.3048780487805,153.26829268292684,619.3963414634146,172.1219512195122,749.9512195121952,182.4878048780488,532.109756097561,182.0,407.3231707317073
73,450.79754601226995,152.95705521472394,631.3251533742331,174.1042944785276,776.6687116564417,181.86503067484662,553.5214723926381,177.08588957055215,408.18404907975463
74,465.23312883435585,151.67484662576686,630.3496932515337,178.41717791411043,838.6257668711656,181.16564417177915,561.0981595092024,173.61349693251535,406.7361963190184
75,476.5548780487805,154.33536585365854,629.329268292683,181.640243902439,839.1463414634146,179.65853658536585,541.140243902439,173.8719512195122,405.1219512195122
76,446.5792682926829,158.1829268292683,617.8780487804878,183.03048780487805,817.2012195121952,181.96341463414635,556.6524390243902,171.01829268292684,412.0914634146341
77,417.96932515337426,153.17791411042944,619.2638036809816,179.9754601226994,771.4785276073619,178.93251533742333,552.5214723926381,167.2638036809816,407.4846625766871
78,412.12883435582825,150.7116564417178,631.6932515337423,176.3435582822086,763.4233128834355,174.31901840490798,541.4662576687117,168.78527607361963,402.9509202453988
79,446.74233128834356,151.50920245398774,634.1840490797546,175.31901840490798,773.0736196319018,172.53987730061348,528.2331288343559,174.88343558282207,403.7730061349693
80,472.87116564417175,152.68711656441718,629.7055214723927,175.98773006134968,763.4294478527607,174.98773006134968,521.7484662576687,177.23312883435582,397.7730061349693
81,490.20245398773005,155.09202453987731,632.5276073619632,173.73006134969324,760.3312883435583,173.7914110429448,530.1840490797546,179.31288343558282,392.83435582822085
82,535.8024691358024,156.3395061728395,633.8827160493827,174.9320987654321,783.0432098765432,176.14197530864197,541.8888888888889,176.53086419753086,395.0061728395062
83,616.8895705521472,159.15337423312883,643.9815950920246,176.59509202453987,791.036809815951,179.66871165644173,537.9263803680982,170.46625766871165,391.67484662576686
84,678.3680981595093,160.98159509202455,642.3865030674847,177.57055214723925,793.1533742331288,179.87730061349694,529.7668711656441,163.38650306748465,386.8834355828221
85,653.5246913580247,160.4320987654321,632.8456790123457,179.83333333333334,807.179012345679,175.89506172839506,518.3703703703703,156.97530864197532,381.8888888888889
86,608.3641975308642,159.21604938271605,618.5308641975308,179.1604938271605,826.1666666666666,173.2716049382716,520.5925925925926,156.40123456790124,382.6975308641975
87,595.5527950310559,159.88198757763976,620.1366459627329,180.16770186335404,824.2173913043479,177.67701863354037,518.0434782608696,158.67701863354037,398.18633540372673
88,526.96875,153.425,619.14375,179.83125,855.34375,179.9625,523.70625,159.13125,403.7875
89,476.80625,152.80625,615.53125,180.5125,851.4,182.21875,526.10625,160.78125,400.225
90,470.71069182389937,154.38993710691824,612.3522012578617,182.0691823899371,811.9622641509434,183.55974842767296,530.6981132075472,160.23899371069183,381.65408805031444
91,543.8553459119497,157.38364779874215,619.9245283018868,179.66666666666666,787.5849056603773,187.0566037735849,534.37106918239,159.0,379.6477987421384
92,607.69375,157.2125,628.55,176.3875,768.64375,191.0375,527.16875,158.5625,389.00625
93,620.6855345911949,158.88050314465409,645.8490566037735,176.8993710691824,772.0251572327044,189.8679245283019,513.8616352201258,157.76729559748426,394.50314465408803
94,527.6163522012579,161.49056603773585,637.9056603773585,175.68553459119497,762.9182389937107,186.0251572327044,509.75471698113205,159.52830188679246,394.54088050314465
95,477.37735849056605,158.71069182389937,627.6855345911949,177.27044025157232,732.4465408805031,186.66666666666666,521.4465408805031,157.9056603773585,392.9622641509434
96,500.0691823899371,159.69182389937106,620.062893081761,178.0314465408805,698.1823899371069,187.31446540880503,524.188679245283,158.77987421383648,390.0125786163522
97,530.9496855345911,157.0754716981132,607.7421383647799,170.88050314465409,683.8176100628931,190.57232704402514,511.9182389937107,161.125786163522,387.9433962264151
98,525.9937106918239,155.9308176100629,609.930817610063,167.0188679245283,668.0754716981132,193.25157232704402,517.2452830188679,162.71069182389937,395.32704402515725
99,478.50314465408803,159.0503144654088,613.8993710691824,169.38364779874215,650.6037735849056,191.77358490566039,541.3207547169811,164.13836477987422,397.07547169811323
100,463.9308176100629,158.83018867924528,610.5094339622641,171.91194968553458,633.188679245283,189.8238993710692,555.0125786163522,163.81132075471697,392.77358490566036
101,468.26582278481015,160.9493670886076,612.1835443037975,172.2405063291139,604.6898734177215,190.8227848101266,555.1139240506329,162.16455696202533,382.5759493670886
102,485.23899371069183,163.78616352201257,617.2893081761006,171.1823899371069,580.1761006289308,194.35849056603774,561.3899371069182,162.36477987421384,383.28930817610063
103,495.7169811320755,164.43396226415095,622.1446540880503,170.1069182389937,570.6792452830189,194.18867924528303,556.2138364779875,160.874213836478,380.35849056603774
104,513.3924050632911,159.54430379746836,625.626582278481,171.25316455696202,585.8987341772151,196.10759493670886,543.1898734177215,159.39240506329114,379.89240506329116
105,515.4331210191083,154.87261146496814,632.8152866242038,170.85987261146497,594.3694267515923,199.31210191082803,536.71974522293,156.68789808917197,385.4140127388535
106,477.61290322580646,154.03870967741935,642.0064516129032,171.59354838709677,574.2838709677419,195.32903225806453,527.4193548387096,155.0774193548387,377.72903225806454
107,461.9025974025974,159.11688311688312,644.5324675324675,170.55194805194805,553.8896103896104,193.64285714285714,521.2012987012987,156.66883116883116,369.62987012987014
108,456.4144736842105,159.95394736842104,647.546052631579,171.42105263157896,568.296052631579,202.1578947368421,532.9342105263158,158.60526315789474,366.8092105263158
109,474.44370860927154,163.41059602649005,646.6622516556291,173.83443708609272,596.8940397350993,202.9933774834437,548.364238410596,159.9337748344371,365.81456953642385
110,521.8322147651006,172.4496644295302,653.5369127516778,177.7986577181208,614.7046979865772,202.2214765100671,554.3221476510067,160.2751677852349,368.6979865771812
111,539.255033557047,182.8791946308725,664.4765100671141,176.58389261744966,607.2818791946308,208.94630872483222,544.7986577181208,156.61744966442953,374.4563758389262
112,547.047619047619,196.57823129251702,672.3265306122449,175.79591836734693,575.0068027210884,207.96598639455783,529.3537414965987,156.02721088435374,380.05442176870747
113,539.2176870748299,193.30612244897958,671.7755102040817,177.10204081632654,554.3469387755102,205.59183673469389,538.0544217687075,157.43537414965985,378.97278911564626
114,533.1632653061224,186.46938775510205,689.5578231292517,180.04761904761904,560.9863945578231,201.53061224489795,563.8979591836735,160.06802721088437,375.2925170068027
115,566.5034013605442,180.93197278911563,714.795918367347,177.3469387755102,556.2108843537414,208.71428571428572,577.8707482993198,161.40136054421768,364.7551020408163
116,558.6081081081081,174.39864864864865,708.831081081081,177.34459459459458,532.2702702702703,216.07432432432432,580.4324324324324,163.03378378378378,354.6756756756757
117,534.7755102040817,167.82993197278913,703.2857142857143,177.18367346938774,515.7278911564625,213.65986394557822,563.8095238095239,158.51020408163265,355.85714285714283
118,511.06756756756755,162.08783783783784,686.5337837837837,174.55405405405406,519.6486486486486,208.4527027027027,566.8716216216217,158.4189189189189,350.27702702702703
119,553.9251700680272,166.2312925170068,699.8911564625851,175.3469387755102,522.3197278911565,212.71428571428572,606.3809523809524,157.56462585034015,343.9251700680272
120,590.3673469387755,169.20408163265307,704.3945578231293,175.69387755102042,527.047619047619,217.20408163265307,621.5578231292517,156.89115646258503,354.1700680272109
121,570.7687074829932,163.21768707482994,723.0340136054422,175.0,510.2244897959184,221.79591836734693,606.0068027210884,159.10204081632654,352.7074829931973
122,531.4527027027027,160.15540540540542,750.2905405405405,177.1216216216216,510.1689189189189,220.6689189189189,596.5608108108108,161.46621621621622,348.86486486486484
123,516.9797297297297,163.15540540540542,763.918918918919,177.47972972972974,514.1283783783783,213.64864864864865,609.1418918918919,161.36486486486487,345.7432432432432
124,562.6577181208054,165.58389261744966,763.7181208053692,177.38255033557047,508.99328859060404,215.94630872483222,611.9798657718121,162.0,346.08053691275165
125,629.6174496644295,164.2214765100671,768.6778523489933,175.81208053691276,512.1543624161073,220.8724832214765,599.1543624161073,162.76510067114094,350.7718120805369
126,683.0805369127517,163.35570469798657,766.503355704698,177.40268456375838,531.5637583892617,225.26174496644296,597.9261744966443,159.3221476510067,353.9261744966443
127,690.14,169.44,769.7333333333333,176.41333333333333,560.26,232.88,595.7266666666667,153.93333333333334,354.75333333333333
128,633.04,180.65333333333334,776.5466666666666,174.70666666666668,584.76,239.04,592.7533333333333,153.12,356.1
129,604.0,187.0268456375839,781.8322147651006,174.4228187919463,625.255033557047,248.8993288590604,595.1879194630873,156.2751677852349,354.1275167785235
130,647.1333333333333,181.82666666666665,781.06,175.64,628.6333333333333,252.4,632.28,159.27333333333334,345.2
131,715.46,176.59333333333333,767.5533333333333,172.05333333333334,604.7933333333333,251.62,677.6066666666667,158.53333333333333,349.48
132,745.3509933774834,173.39072847682118,747.4635761589404,172.76158940397352,606.1655629139073,262.12582781456956,692.8145695364238,156.71523178807948,347.64900662251654
133,685.8211920529801,173.31788079470198,754.5496688741722,174.65562913907286,613.7615894039735,265.49006622516555,684.7218543046357,157.21192052980132,345.3973509933775
134,605.8476821192053,181.48344370860926,762.5496688741722,171.80132450331126,609.3774834437086,258.49006622516555,658.7814569536424,160.0066225165563,339.79470198675494
135,514.8476821192053,197.24503311258277,764.1192052980133,167.42384105960264,621.5364238410596,246.46357615894038,618.9668874172186,161.88741721854305,343.18543046357615
136,526.0263157894736,199.60526315789474,778.8026315789474,166.7171052631579,670.3815789473684,240.5921052631579,603.9605263157895,158.64473684210526,339.8355263157895
137,627.0197368421053,191.90131578947367,809.6052631578947,169.57894736842104,691.5131578947369,239.21052631578948,615.1973684210526,155.07894736842104,332.8486842105263
138,685.7763157894736,189.78947368421052,812.2894736842105,169.92105263157896,683.9671052631579,244.73026315789474,641.3355263157895,154.0921052631579,327.9605263157895
139,707.3421052631579,196.6315789473684,791.6578947368421,169.13815789473685,672.2302631578947,261.94736842105266,671.1776315789474,156.29605263157896,324.17105263157896
140,749.6490066225166,221.83443708609272,815.9933774834437,166.6291390728477,663.0860927152318,265.0,702.7086092715232,160.2251655629139,331.65562913907286
141,762.3576158940398,254.50331125827816,844.0794701986755,168.05298013245033,671.7019867549669,255.53642384105962,701.3973509933775,161.17218543046357,335.94701986754967
142,702.1266666666667,251.41333333333333,845.7666666666667,168.86666666666667,711.74,256.08,680.0,157.15333333333334,329.7133333333333
143,726.6866666666666,221.29333333333332,849.2933333333333,170.57333333333332,746.54,263.7266666666667,682.5666666666667,153.32666666666665,325.2866666666667
144,820.3087248322148,208.88590604026845,865.4026845637584,173.6979865771812,775.6577181208054,272.90604026845637,720.3355704697987,155.70469798657717,320.12080536912754
145,872.2885906040268,226.18120805369128,879.2751677852349,174.1006711409396,793.9865771812081,276.503355704698,754.4563758389262,159.71812080536913,326.71140939597313
146,876.472972972973,274.6621621621622,876.7364864864865,171.3783783783784,803.9391891891892,276.06756756756755,771.6216216216217,158.46621621621622,332.9121621621622
147,806.1148648648649,352.47972972972974,891.8716216216217,173.73648648648648,830.0472972972973,271.81756756756755,772.1013513513514,157.09459459459458,329.6689189189189
148,785.9256756756756,358.5945945945946,938.1418918918919,176.0,892.4797297297297,262.56081081081084,762.0878378378378,157.22972972972974,326.2094594594595
149,816.4625850340136,292.7959183673469,983.3877551020408,179.82993197278913,951.9387755102041,253.6530612244898,789.2789115646259,155.35374149659864,324.2925170068027
150,779.4081632653061,257.76190476190476,972.8911564625851,178.12244897959184,952.5850340136054,254.68027210884352,844.8707482993198,154.25850340136054,322.53061224489795
151,749.1643835616438,272.9657534246575,973.027397260274,177.23972602739727,931.3082191780821,256.04794520547944,873.6780821917808,155.34246575342465,324.1986301369863
152,726.4520547945206,298.986301369863,977.8972602739726,177.4041095890411,979.3767123287671,259.0753424657534,883.6027397260274,158.34931506849315,323.6506849315069
153,723.0479452054794,326.67123287671234,1001.8904109589041,177.26027397260273,1047.3150684931506,267.1917808219178,908.6369863013699,160.47260273972603,327.13013698630135
154,736.625850340136,355.99319727891157,1014.3945578231293,174.46938775510205,1076.857142857143,264.18367346938777,909.5918367346939,160.2108843537415,329.29931972789115
155,752.1554054054054,401.02027027027026,1031.2837837837837,174.5472972972973,1033.25,262.47972972972974,891.9324324324324,163.65540540540542,322.7635135135135
156,732.7919463087248,424.40939597315435,1031.3892617449665,174.14093959731542,1017.8993288590603,265.38926174496646,914.2416107382551,161.04026845637583,320.20805369127515
157,724.3,402.75333333333333,1016.28,172.58666666666667,1038.7933333333333,268.31333333333333,981.3,158.52,320.06
158,781.0066666666667,389.7866666666667,986.6066666666667,177.86,1058.76,267.9266666666667,1053.9333333333334,163.1,318.99333333333334
159,901.6933333333334,389.2,973.06,176.26,1073.8933333333334,260.5133333333333,1106.64,169.37333333333333,326.08
160,934.3311258278146,390.5960264900662,997.317880794702,177.05298013245033,1042.6423841059602,259.19867549668874,1102.2649006622516,169.74172185430464,329.9933774834437
161,865.4733333333334,377.5933333333333,1012.48,179.23333333333332,985.3266666666667,267.67333333333335,1102.0533333333333,168.4,327.06
162,797.1125827814569,309.42384105960264,997.523178807947,180.04635761589404,981.4105960264901,261.7086092715232,1136.5960264900662,163.65562913907286,322.3708609271523
163,775.2733333333333,255.56666666666666,1021.8066666666666,178.98,979.0666666666667,249.03333333333333,1157.9066666666668,160.30666666666667,321.06
164,800.0066225165563,271.55629139072846,1036.271523178808,179.5562913907285,924.6092715231788,243.53642384105962,1130.430463576159,160.9205298013245,320.1324503311258
165,942.0463576158941,315.3841059602649,1038.523178807947,178.41059602649005,912.5430463576159,250.03973509933775,1092.4437086092714,163.86092715231788,317.34437086092714
166,994.0264900662252,359.3576158940397,1013.3245033112582,177.90728476821192,905.4105960264901,262.3841059602649,1069.0794701986756,163.9271523178808,316.112582781457
167,916.3666666666667,410.1666666666667,983.2,178.02666666666667,922.62,273.32666666666665,1089.9933333333333,162.42,315.03333333333336
168,833.6241610738255,453.3288590604027,985.7114093959732,175.23489932885906,930.1812080536913,273.9261744966443,1131.7919463087248,161.16778523489933,314.5436241610738
169,792.5135135135135,441.5405405405405,1006.4864864864865,175.43243243243242,939.0945945945946,263.2027027027027,1214.2027027027027,161.23648648648648,319.68918918918916
170,759.9054054054054,397.7972972972973,997.9391891891892,174.77702702702703,942.0135135135135,259.0135135135135,1220.5945945945946,160.22972972972974,315.97972972972974
171,731.5068493150685,367.1232876712329,992.917808219178,173.82191780821918,959.1438356164383,258.0,1203.123287671233,159.2876712328767,317.90410958904107
172,790.7465753424658,439.9178082191781,1005.7054794520548,174.82191780821918,992.9246575342465,247.82191780821918,1259.63698630137,161.0068493150685,322.90410958904107
173,900.054794520548,513.3287671232877,1014.3767123287671,175.85616438356163,1006.5342465753424,248.8013698630137,1305.8287671232877,162.28082191780823,326.45205479452056
174,914.625850340136,552.9659863945578,1006.156462585034,178.7278911564626,990.7142857142857,246.57823129251702,1331.3537414965986,161.7482993197279,323.98639455782313
175,835.8445945945946,537.8648648648649,1034.1351351351352,187.40540540540542,999.1824324324324,238.4527027027027,1392.472972972973,159.51351351351352,324.8581081081081
176,797.6040268456376,486.5436241610738,1076.6040268456377,201.95973154362417,1011.48322147651,237.94630872483222,1469.7986577181207,159.7986577181208,324.5704697986577
177,897.5369127516778,526.7651006711409,1062.7382550335572,227.81208053691276,995.0872483221476,245.248322147651,1495.4295302013422,160.30872483221478,329.93288590604027
178,897.8456375838927,559.6711409395973,1035.3422818791946,287.38255033557044,1001.6241610738255,253.89261744966444,1441.221476510067,160.5503355704698,340.5973154362416
179,798.8523489932886,574.255033557047,1031.2147651006712,362.1275167785235,1014.4362416107383,252.3020134228188,1408.0671140939598,162.05369127516778,355.8993288590604
180,734.3288590604027,620.0469798657718,1029.020134228188,392.6845637583893,1034.020134228188,257.7718120805369,1444.489932885906,165.08724832214764,392.9865771812081
181,832.1543624161073,614.8657718120805,1030.4362416107383,391.73825503355704,1063.778523489933,300.0,1523.4362416107383,165.3020134228188,457.4026845637584
182,1004.972972972973,617.5540540540541,1016.0945945945946,367.43243243243245,1074.3175675675675,363.5337837837838,1609.2837837837837,166.16216216216216,527.3513513513514
183,1082.331081081081,680.1756756756756,1006.527027027027,312.61486486486484,1077.0202702702702,420.55405405405406,1663.4391891891892,169.66216216216216,555.2162162162163
184,1028.6824324324325,791.418918918919,1025.668918918919,247.06756756756758,1039.9256756756756,452.3445945945946,1653.0608108108108,193.7972972972973,560.0608108108108
185,907.2789115646259,841.3129251700681,1074.2789115646258,211.16326530612244,1009.5850340136054,464.96598639455783,1596.687074829932,269.80272108843536,556.3129251700681
186,823.2721088435375,832.4149659863946,1068.360544217687,191.68707482993196,1029.2244897959183,419.2312925170068,1617.299319727891,340.40816326530614,545.6054421768707
187,784.7414965986394,776.3877551020408,1029.312925170068,181.19727891156464,1063.5238095238096,343.08843537414964,1776.3945578231292,371.421768707483,515.6666666666666
188,791.8287671232877,623.4109589041096,1036.8972602739725,179.36986301369862,1061.3013698630136,292.55479452054794,1872.2191780821918,379.13698630136986,466.56849315068496
189,819.082191780822,485.76027397260276,1059.7465753424658,177.66438356164383,1032.7465753424658,275.5068493150685,1872.849315068493,356.23972602739724,411.25342465753425
190,842.7945205479452,484.7328767123288,1076.63698630137,173.41780821917808,1024.5684931506848,271.8835616438356,1862.445205479452,295.7739726027397,369.486301369863
191,923.472602739726,550.2465753424658,1072.7534246575342,170.04794520547946,997.054794520548,270.2054794520548,1873.4931506849316,226.7945205479452,344.64383561643837
192,1046.1241379310345,682.6275862068966,1091.4551724137932,173.50344827586207,995.8482758620689,265.49655172413793,1896.7103448275861,187.42068965517242,338.5103448275862
